"","code","area_ha"
"1","1",1546
"2","2",29212
"3","3",52154
"4","4",37263
"5","11",3
"6","27",252
"7","43",72
"8","59",1643
"9","91",9
"10","107",270
"11","123",13832
"12","139",10
"13","155",97
"14","171",47
"15","187",400
"16","203",1
"17","219",4
"18","233",41
"19","235",3349
"20","249",1589
"21","251",167444
