"","code","area_ha"
"1","1",176
"2","2",448
"3","3",8062
"4","4",1884
"5","11",31
"6","27",1328
"7","28",47
"8","43",98
"9","59",8761
"10","75",16
"11","91",147
"12","107",561
"13","123",84572
"14","124",746
"15","139",2
"16","155",615
"17","171",28
"18","187",2133
"19","219",312
"20","233",25
"21","235",1674
"22","249",1692
"23","251",195880
