"","PROVINSI","KABUPATEN","KECAMATAN","subdistrict","region","TAHUN","BULAN","period1","period","BL","VEG","REPRO","RIPE","total","Paddy_planting","Paddy_harvested","luas_baku_ha","area_RS","area_factor"
"1040","JAWA BARAT","SUBANG","KALIJATI",3213080,3213,2017,"MEI","2017-05","'2017-05-24",501.3125,922,316.375,538.5625,2278.25,490,0,870,2548.81016370786,2.92966685483663
"1041","JAWA BARAT","SUBANG","DAWUAN",3213081,3213,2017,"MEI","2017-05","'2017-05-24",59.1875,245.875,61.75,129.6875,496.5,1058,0,2117,596.645815639273,0.281835529352514
"1042","JAWA BARAT","SUBANG","CIPEUNDEUY",3213090,3213,2017,"MEI","2017-05","'2017-05-24",293.3125,791.9375,188.4375,372.4375,1646.125,467,593,1525,1932.79605825245,1.26740725131308
"1043","JAWA BARAT","SUBANG","PABUARAN",3213100,3213,2017,"MEI","2017-05","'2017-05-24",858.8125,2002.8125,1016,1254.5625,5132.1875,758,589,4264,5441.43708844259,1.27613440160473
"1044","JAWA BARAT","SUBANG","PATOKBEUSI",3213110,3213,2017,"MEI","2017-05","'2017-05-24",399.8125,5343.25,972.5625,114.3125,6829.9375,3017,0,5854,7066.38405189458,1.2071035278262
"1045","JAWA BARAT","SUBANG","PURWADADI",3213120,3213,2017,"MEI","2017-05","'2017-05-24",114.9375,827.9375,29,294.125,1266,584,0,1280,1417.76235901944,1.10762684298394
"1046","JAWA BARAT","SUBANG","CIKAUM",3213130,3213,2017,"MEI","2017-05","'2017-05-24",239,1929.3125,147.625,222.3125,2538.25,1124,0,2673,2723.4368974413,1.01886902261178
"1047","JAWA BARAT","SUBANG","PAGADEN",3213140,3213,2017,"MEI","2017-05","'2017-05-24",374.8125,1243.0625,261.1875,632.3125,2511.375,1158,658,2701,2691.30194565587,0.99640945785112
"1048","JAWA BARAT","SUBANG","PAGADEN BARAT",3213141,3213,2017,"MEI","2017-05","'2017-05-24",624.5,1255.8125,110.9375,942.875,2934.125,415,1811,3424,3150.8717180915,0.920231226078125
"1049","JAWA BARAT","SUBANG","CIPUNAGARA",3213150,3213,2017,"MEI","2017-05","'2017-05-24",877.5,2538,782.75,1428.25,5626.5,1387,610,4989,5973.72196389087,1.19737862575483
"1050","JAWA BARAT","SUBANG","COMPRENG",3213160,3213,2017,"MEI","2017-05","'2017-05-24",1877,2960.3125,6.4375,497.125,5340.875,2500,0,5126,5491.74286981692,1.07135054034665
"1051","JAWA BARAT","SUBANG","BINONG",3213170,3213,2017,"MEI","2017-05","'2017-05-24",591.5625,2919,29.375,329.9375,3869.875,1273,574,3748,4014.25264493568,1.07103859256555
"1052","JAWA BARAT","SUBANG","TAMBAKDAHAN",3213171,3213,2017,"MEI","2017-05","'2017-05-24",3405.625,1633.4375,1.3125,178.375,5218.75,130,615,4715,5334.38089134242,1.13136392181175
"1053","JAWA BARAT","SUBANG","CIASEM",3213180,3213,2017,"MEI","2017-05","'2017-05-24",2293.5,5873.5625,44.4375,311.875,8523.375,1062,0,6364,8816.88459665047,1.38543126911541
"1054","JAWA BARAT","SUBANG","PAMANUKAN",3213190,3213,2017,"MEI","2017-05","'2017-05-24",1233.5,265.1875,0.875,563.375,2062.9375,0,839,1887,2127.35879520863,1.12737615008407
"1055","JAWA BARAT","SUBANG","SUKASARI",3213191,3213,2017,"MEI","2017-05","'2017-05-24",1313.75,1273,77.8125,553.375,3217.9375,0,837,3669,3297.92974837434,0.898863381949942
"1056","JAWA BARAT","SUBANG","PUSAKANAGARA",3213200,3213,2017,"MEI","2017-05","'2017-05-24",1086.4375,464.625,27.1875,743.0625,2321.3125,0,2220,3060,2399.20022126473,0.784052359890434
"1057","JAWA BARAT","SUBANG","PUSAKAJAYA",3213201,3213,2017,"MEI","2017-05","'2017-05-24",3423.875,734.625,1.375,252.1875,4412.0625,0,2511,3907,4528.63939336457,1.15910913574727
"1058","JAWA BARAT","SUBANG","LEGONKULON",3213210,3213,2017,"MEI","2017-05","'2017-05-24",600.5,976,145.625,882.875,2605,0,1760,2630,2693.8086399435,1.0242618402827
"1059","JAWA BARAT","SUBANG","BLANAKAN",3213220,3213,2017,"MEI","2017-05","'2017-05-24",2231.5625,2393.75,19.3125,414.375,5059,205,2299,5300,5233.9803037893,0.987543453545151
"1060","JAWA BARAT","KARAWANG","PANGKALAN",3215010,3215,2017,"MEI","2017-05","'2017-05-24",223.375,984.625,948.125,630,2786.125,0,396,2341,3024.69137744714,1.29205099421065
"1061","JAWA BARAT","KARAWANG","TEGALWARU",3215011,3215,2017,"MEI","2017-05","'2017-05-24",96,705.875,693.5625,278.5625,1774,366,0,1912,1968.29286918545,1.02944187718904
"1062","JAWA BARAT","KARAWANG","CIAMPEL",3215020,3215,2017,"MEI","2017-05","'2017-05-24",85.0625,709.5625,114.625,152.75,1062,115,115,852,1212.66628485266,1.42331723574256
"1063","JAWA BARAT","KARAWANG","TELUKJAMBE TIMUR",3215031,3215,2017,"MEI","2017-05","'2017-05-24",204.4375,697.8125,23.1875,35.125,960.5625,321,95,795,1028.89000178984,1.294201260113
"1064","JAWA BARAT","KARAWANG","TELUKJAMBE BARAT",3215032,3215,2017,"MEI","2017-05","'2017-05-24",359.875,1709.1875,39.0625,421.5625,2529.6875,1000,473,2091,2625.43208526285,1.25558684135
"1065","JAWA BARAT","KARAWANG","KLARI",3215040,3215,2017,"MEI","2017-05","'2017-05-24",513.8125,1102.4375,360.1875,402.625,2379.0625,548,534,1477,2509.20849211122,1.69885476784781
"1066","JAWA BARAT","KARAWANG","CIKAMPEK",3215050,3215,2017,"MEI","2017-05","'2017-05-24",81.5,180.4375,13,35.6875,310.625,483,0,416,341.097460586803,0.819945818718278
"1067","JAWA BARAT","KARAWANG","PURWASARI",3215051,3215,2017,"MEI","2017-05","'2017-05-24",386.6875,1063.625,174.875,80.4375,1705.625,1109,0,1476,1767.55992959928,1.19753382764179
"1068","JAWA BARAT","KARAWANG","TIRTAMULYA",3215060,3215,2017,"MEI","2017-05","'2017-05-24",496.4375,2179,601,133.125,3409.5625,749,0,2517,3507.87439346356,1.39367278246467
"1069","JAWA BARAT","KARAWANG","JATISARI",3215070,3215,2017,"MEI","2017-05","'2017-05-24",363.6875,2830.25,544.0625,119.0625,3857.0625,2300,0,4067,3968.16354567536,0.975697945826251
"1070","JAWA BARAT","KARAWANG","BANYUSARI",3215071,3215,2017,"MEI","2017-05","'2017-05-24",1540.875,2064.625,2.625,640.9375,4249.0625,328,1821,3814,4332.16425863318,1.13585848417231
"1071","JAWA BARAT","KARAWANG","KOTABARU",3215072,3215,2017,"MEI","2017-05","'2017-05-24",291.8125,778.375,245.8125,47.25,1363.25,365,0,1266,1415.88755857088,1.11839459602755
"1072","JAWA BARAT","KARAWANG","CILAMAYA WETAN",3215081,3215,2017,"MEI","2017-05","'2017-05-24",2068.9375,1245.3125,23.5625,1584.25,4922.0625,0,2159,5218,5031.16497373609,0.96419413065084
"1073","JAWA BARAT","KARAWANG","CILAMAYA KULON",3215082,3215,2017,"MEI","2017-05","'2017-05-24",1918.5625,1285,603.3125,1508.375,5315.25,0,2259,4570,5424.15282934873,1.18690433902598
"1074","JAWA BARAT","KARAWANG","LEMAHABANG",3215090,3215,2017,"MEI","2017-05","'2017-05-24",1089.625,2437.75,44.125,370.3125,3941.8125,2212,806,3798,4033.80555499562,1.06208677066762
"1075","JAWA BARAT","KARAWANG","TALAGASARI",3215100,3215,2017,"MEI","2017-05","'2017-05-24",764.6875,2637.3125,90.25,555.875,4048.125,769,1262,4100,4143.89281329533,1.01070556421837
"1076","JAWA BARAT","KARAWANG","MAJALAYA",3215111,3215,2017,"MEI","2017-05","'2017-05-24",209.6875,868.0625,1158.0625,120.625,2356.4375,883,66,2234,2417.29785749492,1.08204917524392
"1077","JAWA BARAT","KARAWANG","KARAWANG TIMUR",3215112,3215,2017,"MEI","2017-05","'2017-05-24",144.25,473.75,567.4375,119.1875,1304.625,109,0,1420,1357.91622764902,0.956279033555647
"1078","JAWA BARAT","KARAWANG","KARAWANG BARAT",3215113,3215,2017,"MEI","2017-05","'2017-05-24",379.375,793.875,857.75,157.625,2188.625,89,0,1850,2247.73871897864,1.21499390215061
"1079","JAWA BARAT","KARAWANG","RAWAMERTA",3215120,3215,2017,"MEI","2017-05","'2017-05-24",283.5625,2186.125,906.0625,48.6875,3424.4375,2444,0,4191,3515.88719729952,0.838913671510266
"1080","JAWA BARAT","KARAWANG","TEMPURAN",3215130,3215,2017,"MEI","2017-05","'2017-05-24",1696.375,2075.5,1393.6875,1900.6875,7066.25,50,3989,6480,7214.81955529641,1.11339807952105
"1081","JAWA BARAT","KARAWANG","KUTAWALUYA",3215140,3215,2017,"MEI","2017-05","'2017-05-24",856.25,2829.3125,59.75,621.625,4366.9375,1124,1225,4372,4439.93293505201,1.01553818276578
"1082","JAWA BARAT","KARAWANG","RENGASDENGKLOK",3215150,3215,2017,"MEI","2017-05","'2017-05-24",217.9375,1210.625,513.75,458.6875,2401,457,260,2026,2469.24261298613,1.21877720285594
"1083","JAWA BARAT","KARAWANG","JAYAKERTA",3215151,3215,2017,"MEI","2017-05","'2017-05-24",227.625,911.4375,736.8125,1461.375,3337.25,0,1856,3531,3392.9496452,0.960903326309828
"1084","JAWA BARAT","KARAWANG","PEDES",3215160,3215,2017,"MEI","2017-05","'2017-05-24",669.9375,1350.0625,1244.4375,1994.1875,5258.625,0,2425,5156,5341.90256018204,1.03605557800272
"1085","JAWA BARAT","KARAWANG","CILEBAR",3215161,3215,2017,"MEI","2017-05","'2017-05-24",514,1242.0625,1032.25,2354.4375,5142.75,0,2026,5395,5243.21303996577,0.971865253005703
"1086","JAWA BARAT","KARAWANG","CIBUAYA",3215170,3215,2017,"MEI","2017-05","'2017-05-24",103.8125,1069.4375,2647.125,877.75,4698.125,0,260,4416,4771.50797641596,1.08050452364492
"1087","JAWA BARAT","KARAWANG","TIRTAJAYA",3215180,3215,2017,"MEI","2017-05","'2017-05-24",295.5,685.8125,2719.625,1273.9375,4974.875,0,549,5658,5061.17397415128,0.894516432334974
"1088","JAWA BARAT","KARAWANG","BATUJAYA",3215190,3215,2017,"MEI","2017-05","'2017-05-24",802,835.875,1415.6875,1728.8125,4782.375,5,1634,4931,4881.18633072389,0.989897856565381
"1089","JAWA BARAT","KARAWANG","PAKISJAYA",3215200,3215,2017,"MEI","2017-05","'2017-05-24",387.125,791.5,470.4375,1301.9375,2951,170,546,3166,3012.51302481257,0.951520222619259
"1090","JAWA BARAT","INDRAMAYU","HAURGEULIS",3212010,3212,2017,"JUNI","2017-06","'2017-06-05",218.875,869.125,1530.1875,1643.9375,4262.125,0,916,3978,4402.86213902765,1.10680295098734
"1091","JAWA BARAT","INDRAMAYU","GANTAR",3212011,3212,2017,"JUNI","2017-06","'2017-06-05",968.75,643.5625,262,5743,7617.3125,0,5796,5796,8058.97923604531,1.39043810145709
"1092","JAWA BARAT","INDRAMAYU","KROYA",3212020,3212,2017,"JUNI","2017-06","'2017-06-05",759.125,725.3125,245.3125,7998.25,9728,0,4797,6916,10063.7842122026,1.45514520130171
"1093","JAWA BARAT","INDRAMAYU","GABUSWETAN",3212030,3212,2017,"JUNI","2017-06","'2017-06-05",354,1982.75,2205.1875,1464.75,6006.6875,0,819,5950,6240.5684861788,1.04883503969392
"1094","JAWA BARAT","INDRAMAYU","CIKEDUNG",3212040,3212,2017,"JUNI","2017-06","'2017-06-05",151.5625,461.25,2856.75,480.625,3950.1875,0,0,5671,4120.33808273943,0.72656287828239
"1095","JAWA BARAT","INDRAMAYU","TERISI",3212041,3212,2017,"JUNI","2017-06","'2017-06-05",677,1087.25,3099.5,1997.8125,6861.5625,0,0,5099,7296.95292628421,1.43105568273862
"1096","JAWA BARAT","INDRAMAYU","LELEA",3212050,3212,2017,"JUNI","2017-06","'2017-06-05",44,1466.3125,2853.625,181.75,4545.6875,164,0,5000,4708.56003908496,0.941712007816992
"1097","JAWA BARAT","INDRAMAYU","BANGODUA",3212060,3212,2017,"JUNI","2017-06","'2017-06-05",95.3125,1633.0625,1098.875,669,3496.25,0,747,3219,3601.47475103944,1.11881787854596
"1098","JAWA BARAT","INDRAMAYU","TUKDANA",3212061,3212,2017,"JUNI","2017-06","'2017-06-05",101,843.1875,1051.625,1568,3563.8125,5,1319,3731,3692.37104371059,0.989646487191261
"1099","JAWA BARAT","INDRAMAYU","WIDASARI",3212070,3212,2017,"JUNI","2017-06","'2017-06-05",77.75,572.8125,1473.75,785.375,2909.6875,0,404,2856,3011.47721603542,1.05443880113285
"1100","JAWA BARAT","INDRAMAYU","KERTASEMAYA",3212080,3212,2017,"JUNI","2017-06","'2017-06-05",75.25,2213.125,112.1875,4.375,2404.9375,0,0,2915,2485.15023091493,0.852538672698088
"1101","JAWA BARAT","INDRAMAYU","SUKAGUMIWANG",3212081,3212,2017,"JUNI","2017-06","'2017-06-05",70.0625,1767.4375,282.75,32.5625,2152.8125,0,0,2570,2245.22589752096,0.873628753899208
"1102","JAWA BARAT","INDRAMAYU","KRANGKENG",3212090,3212,2017,"JUNI","2017-06","'2017-06-05",1538.1875,1632.125,37.4375,1286.0625,4493.8125,1565,687,5476,4622.50756230355,0.844139437966318
"1103","JAWA BARAT","INDRAMAYU","KARANGAMPEL",3212100,3212,2017,"JUNI","2017-06","'2017-06-05",246.875,1262.625,313.4375,172.25,1995.1875,708,364,2245,2065.51846416008,0.920052768000034
"1104","JAWA BARAT","INDRAMAYU","KEDOKAN BUNDER",3212101,3212,2017,"JUNI","2017-06","'2017-06-05",131.125,1698.9375,244.75,148,2222.8125,1123,0,2112,2301.12415049684,1.08954741974282
"1105","JAWA BARAT","INDRAMAYU","JUNTINYUAT",3212110,3212,2017,"JUNI","2017-06","'2017-06-05",66.6875,1876.0625,1562.9375,31.1875,3536.875,0,0,4016,3697.46986537968,0.92068472743518
"1106","JAWA BARAT","INDRAMAYU","SLIYEG",3212120,3212,2017,"JUNI","2017-06","'2017-06-05",184.625,3859.875,359.9375,11.4375,4415.875,354,0,4304,4606.89381574102,1.0703749571889
"1107","JAWA BARAT","INDRAMAYU","JATIBARANG",3212130,3212,2017,"JUNI","2017-06","'2017-06-05",57.1875,2121.8125,288.625,31.75,2499.375,153,190,2999,2609.27535594125,0.870048468136462
"1108","JAWA BARAT","INDRAMAYU","BALONGAN",3212140,3212,2017,"JUNI","2017-06","'2017-06-05",81.75,831.4375,115.8125,9.125,1038.125,763,0,1987,1084.93057469694,0.546014380823824
"1109","JAWA BARAT","INDRAMAYU","INDRAMAYU",3212150,3212,2017,"JUNI","2017-06","'2017-06-05",136.125,1264.4375,163.0625,70.1875,1633.8125,437,28,1758,1710.75071367456,0.973123272852426
"1110","JAWA BARAT","INDRAMAYU","SINDANG",3212160,3212,2017,"JUNI","2017-06","'2017-06-05",21.1875,330.875,920,33.1875,1305.25,0,0,1981,1380.5777159554,0.696909498210704
"1111","JAWA BARAT","INDRAMAYU","CANTIGI",3212161,3212,2017,"JUNI","2017-06","'2017-06-05",7.5,123.4375,528.625,6.6875,666.25,0,0,1281,697.089011471824,0.544175652983469
"1112","JAWA BARAT","INDRAMAYU","PASEKAN",3212162,3212,2017,"JUNI","2017-06","'2017-06-05",8.25,184.375,340.8125,31.5,564.9375,0,0,816,596.904010282201,0.731500012600737
"1113","JAWA BARAT","INDRAMAYU","LOHBENER",3212170,3212,2017,"JUNI","2017-06","'2017-06-05",18.9375,1476.6875,822.0625,61.8125,2379.5,110,90,2554,2478.52746883478,0.970449283020664
"1114","JAWA BARAT","INDRAMAYU","ARAHAN",3212171,3212,2017,"JUNI","2017-06","'2017-06-05",28.125,1194.5625,656.5,15.0625,1894.25,0,0,2418,1958.01120925015,0.809764768093527
"1115","JAWA BARAT","INDRAMAYU","LOSARANG",3212180,3212,2017,"JUNI","2017-06","'2017-06-05",125.25,3383.0625,1329.875,45.3125,4883.5,1250,0,7244,5066.03127002204,0.699341699340425
"1116","JAWA BARAT","INDRAMAYU","KANDANGHAUR",3212190,3212,2017,"JUNI","2017-06","'2017-06-05",1689.0625,2954.6875,845.5625,263.0625,5752.375,500,5,6250,5940.94825888658,0.950551721421854
"1117","JAWA BARAT","INDRAMAYU","BONGAS",3212200,3212,2017,"JUNI","2017-06","'2017-06-05",564.5625,3005.5,71.25,63.25,3704.5625,1350,0,3930,3830.67794699589,0.974727212976053
"1118","JAWA BARAT","INDRAMAYU","ANJATAN",3212210,3212,2017,"JUNI","2017-06","'2017-06-05",1361.8125,4655.75,50.5625,168.1875,6236.3125,2599,0,6100,6418.52206261437,1.05221673157613
"1119","JAWA BARAT","INDRAMAYU","SUKRA",3212220,3212,2017,"JUNI","2017-06","'2017-06-05",1878.4375,919.1875,33.375,416.4375,3247.4375,725,200,3445,3351.05294213969,0.972729446194394
"1120","JAWA BARAT","INDRAMAYU","PATROL",3212221,3212,2017,"JUNI","2017-06","'2017-06-05",928.75,1264.3125,28.375,189.875,2411.3125,515,0,3175,2522.77072371809,0.794573456289161
"1121","JAWA BARAT","SUBANG","SAGALAHERANG",3213010,3213,2017,"JUNI","2017-06","'2017-06-05",103.1875,445,78.375,154.25,780.8125,223,307,1168,938.633834082657,0.803624857947481
"1122","JAWA BARAT","SUBANG","SERANGPANJANG",3213011,3213,2017,"JUNI","2017-06","'2017-06-05",217.9375,626.0625,95.3125,380.3125,1319.625,87,195,1406,1599.01751759538,1.13728130696685
"1123","JAWA BARAT","SUBANG","JALANCAGAK",3213020,3213,2017,"JUNI","2017-06","'2017-06-05",79.25,216.625,67.6875,110.5,474.0625,109,156,699,581.95099228709,0.832547914573806
"1124","JAWA BARAT","SUBANG","CIATER",3213021,3213,2017,"JUNI","2017-06","'2017-06-05",75.5,538.4375,35.8125,154.5,804.25,401,122,1240,950.569956300227,0.766588674435667
"1125","JAWA BARAT","SUBANG","CISALAK",3213030,3213,2017,"JUNI","2017-06","'2017-06-05",90,707,84.625,234.5,1116.125,468,615,1676,1327.83100452924,0.792261935876634
"1126","JAWA BARAT","SUBANG","KASOMALANG",3213031,3213,2017,"JUNI","2017-06","'2017-06-05",43,414.3125,52.5,84.5,594.3125,391,375,926,694.805261715815,0.750329656280577
"1127","JAWA BARAT","SUBANG","TANJUNGSIANG",3213040,3213,2017,"JUNI","2017-06","'2017-06-05",89.8125,459.625,164.9375,362.25,1076.625,892,276,1688,1281.27894699093,0.759051508880882
"1128","JAWA BARAT","SUBANG","CIJAMBE",3213050,3213,2017,"JUNI","2017-06","'2017-06-05",306.1875,1186.5625,119.875,305.5625,1918.1875,584,185,1910,2316.19835203259,1.2126692942579
"1129","JAWA BARAT","SUBANG","CIBOGO",3213060,3213,2017,"JUNI","2017-06","'2017-06-05",378.5625,628.8125,189.375,562.8125,1759.5625,585,821,2164,1989.51950385749,0.919371304924903
"1130","JAWA BARAT","SUBANG","SUBANG",3213070,3213,2017,"JUNI","2017-06","'2017-06-05",206.5,518.375,66,354.3125,1145.1875,647,151,1590,1311.85120303567,0.825063649707968
"1131","JAWA BARAT","SUBANG","KALIJATI",3213080,3213,2017,"JUNI","2017-06","'2017-06-05",375.875,1229.5625,206.3125,455.5,2267.25,234,50,870,2548.81016370786,2.92966685483663
"1132","JAWA BARAT","SUBANG","DAWUAN",3213081,3213,2017,"JUNI","2017-06","'2017-06-05",58.125,312.125,32.4375,91.0625,493.75,0,423,2117,596.645815639273,0.281835529352514
"1133","JAWA BARAT","SUBANG","CIPEUNDEUY",3213090,3213,2017,"JUNI","2017-06","'2017-06-05",306.125,782,288,254.1875,1630.3125,656,0,1525,1932.79605825245,1.26740725131308
"1134","JAWA BARAT","SUBANG","PABUARAN",3213100,3213,2017,"JUNI","2017-06","'2017-06-05",770.6875,1194.5625,1728.8125,1427.1875,5121.25,475,1247,4264,5441.43708844259,1.27613440160473
"1135","JAWA BARAT","SUBANG","PATOKBEUSI",3213110,3213,2017,"JUNI","2017-06","'2017-06-05",134.375,3800.625,2646,246.375,6827.375,1121,65,5854,7066.38405189458,1.2071035278262
"1136","JAWA BARAT","SUBANG","PURWADADI",3213120,3213,2017,"JUNI","2017-06","'2017-06-05",106.75,973.0625,63.5625,108.375,1251.75,402,117,1280,1417.76235901944,1.10762684298394
"1137","JAWA BARAT","SUBANG","CIKAUM",3213130,3213,2017,"JUNI","2017-06","'2017-06-05",173.75,1903.75,196.5,255.75,2529.75,993,210,2673,2723.4368974413,1.01886902261178
"1138","JAWA BARAT","SUBANG","PAGADEN",3213140,3213,2017,"JUNI","2017-06","'2017-06-05",292.6875,921.8125,602.75,689.9375,2507.1875,875,163,2701,2691.30194565587,0.99640945785112
"1139","JAWA BARAT","SUBANG","PAGADEN BARAT",3213141,3213,2017,"JUNI","2017-06","'2017-06-05",545.75,1150.75,521.625,710.8125,2928.9375,1811,1059,3424,3150.8717180915,0.920231226078125
"1140","JAWA BARAT","SUBANG","CIPUNAGARA",3213150,3213,2017,"JUNI","2017-06","'2017-06-05",825.9375,2012.9375,1153.75,1630.8125,5623.4375,1701,1300,4989,5973.72196389087,1.19737862575483
"1141","JAWA BARAT","SUBANG","COMPRENG",3213160,3213,2017,"JUNI","2017-06","'2017-06-05",1577.125,3408.875,119.3125,231.0625,5336.375,1870,0,5126,5491.74286981692,1.07135054034665
"1142","JAWA BARAT","SUBANG","BINONG",3213170,3213,2017,"JUNI","2017-06","'2017-06-05",505.75,3059.75,152.25,152.3125,3870.0625,1791,39,3748,4014.25264493568,1.07103859256555
"1143","JAWA BARAT","SUBANG","TAMBAKDAHAN",3213171,3213,2017,"JUNI","2017-06","'2017-06-05",2616.8125,2496.9375,26.9375,75.6875,5216.375,2264,0,4715,5334.38089134242,1.13136392181175
"1144","JAWA BARAT","SUBANG","CIASEM",3213180,3213,2017,"JUNI","2017-06","'2017-06-05",1777,6206.25,366.4375,168,8517.6875,4575,40,6364,8816.88459665047,1.38543126911541
"1145","JAWA BARAT","SUBANG","PAMANUKAN",3213190,3213,2017,"JUNI","2017-06","'2017-06-05",1091.0625,417.375,3.625,549.25,2061.3125,731,0,1887,2127.35879520863,1.12737615008407
"1146","JAWA BARAT","SUBANG","SUKASARI",3213191,3213,2017,"JUNI","2017-06","'2017-06-05",1012.125,1411.5625,238.5,554.5,3216.6875,1031,459,3669,3297.92974837434,0.898863381949942
"1147","JAWA BARAT","SUBANG","PUSAKANAGARA",3213200,3213,2017,"JUNI","2017-06","'2017-06-05",958.6875,491.5625,208.9375,658.8125,2318,0,725,3060,2399.20022126473,0.784052359890434
"1148","JAWA BARAT","SUBANG","PUSAKAJAYA",3213201,3213,2017,"JUNI","2017-06","'2017-06-05",2424.4375,1847.3125,31.3125,106.9375,4410,992,0,3907,4528.63939336457,1.15910913574727
"1149","JAWA BARAT","SUBANG","LEGONKULON",3213210,3213,2017,"JUNI","2017-06","'2017-06-05",466.625,761.0625,439.375,936.1875,2603.25,10,280,2630,2693.8086399435,1.0242618402827
"1150","JAWA BARAT","SUBANG","BLANAKAN",3213220,3213,2017,"JUNI","2017-06","'2017-06-05",1718.4375,2945.75,123.0625,271,5058.25,3608,0,5300,5233.9803037893,0.987543453545151
"1151","JAWA BARAT","KARAWANG","PANGKALAN",3215010,3215,2017,"JUNI","2017-06","'2017-06-05",261.9375,1367.1875,34,1115.625,2778.75,0,1350,2341,3024.69137744714,1.29205099421065
"1152","JAWA BARAT","KARAWANG","TEGALWARU",3215011,3215,2017,"JUNI","2017-06","'2017-06-05",115.8125,961.375,57.4375,629.4375,1764.0625,0,978,1912,1968.29286918545,1.02944187718904
"1153","JAWA BARAT","KARAWANG","CIAMPEL",3215020,3215,2017,"JUNI","2017-06","'2017-06-05",91.1875,782.3125,42,139.0625,1054.5625,25,292,852,1212.66628485266,1.42331723574256
"1154","JAWA BARAT","KARAWANG","TELUKJAMBE TIMUR",3215031,3215,2017,"JUNI","2017-06","'2017-06-05",150.25,754.875,15,40.4375,960.5625,204,0,795,1028.89000178984,1.294201260113
"1155","JAWA BARAT","KARAWANG","TELUKJAMBE BARAT",3215032,3215,2017,"JUNI","2017-06","'2017-06-05",441.4375,1747.0625,20.8125,318.1875,2527.5,560,0,2091,2625.43208526285,1.25558684135
"1156","JAWA BARAT","KARAWANG","KLARI",3215040,3215,2017,"JUNI","2017-06","'2017-06-05",355.5625,1291.9375,188.625,541.875,2378,484,88,1477,2509.20849211122,1.69885476784781
"1157","JAWA BARAT","KARAWANG","CIKAMPEK",3215050,3215,2017,"JUNI","2017-06","'2017-06-05",59.4375,137.125,79.25,32.5,308.3125,0,30,416,341.097460586803,0.819945818718278
"1158","JAWA BARAT","KARAWANG","PURWASARI",3215051,3215,2017,"JUNI","2017-06","'2017-06-05",286,980.0625,266.25,172.5625,1704.875,0,0,1476,1767.55992959928,1.19753382764179
"1159","JAWA BARAT","KARAWANG","TIRTAMULYA",3215060,3215,2017,"JUNI","2017-06","'2017-06-05",754.3125,1644.9375,351.125,658.625,3409,150,15,2517,3507.87439346356,1.39367278246467
"1160","JAWA BARAT","KARAWANG","JATISARI",3215070,3215,2017,"JUNI","2017-06","'2017-06-05",630.75,1929.25,1059.125,235.8125,3854.9375,338,0,4067,3968.16354567536,0.975697945826251
"1161","JAWA BARAT","KARAWANG","BANYUSARI",3215071,3215,2017,"JUNI","2017-06","'2017-06-05",1060.875,2842.3125,48.9375,294.75,4246.875,2095,0,3814,4332.16425863318,1.13585848417231
"1162","JAWA BARAT","KARAWANG","KOTABARU",3215072,3215,2017,"JUNI","2017-06","'2017-06-05",192.75,581.8125,320.5,265.4375,1360.5,0,0,1266,1415.88755857088,1.11839459602755
"1163","JAWA BARAT","KARAWANG","CILAMAYA WETAN",3215081,3215,2017,"JUNI","2017-06","'2017-06-05",1652.25,1824.625,21.6875,1422.4375,4921,252,2178,5218,5031.16497373609,0.96419413065084
"1164","JAWA BARAT","KARAWANG","CILAMAYA KULON",3215082,3215,2017,"JUNI","2017-06","'2017-06-05",1438.25,1978.5625,32.5625,1865.6875,5315.0625,1,1783,4570,5424.15282934873,1.18690433902598
"1165","JAWA BARAT","KARAWANG","LEMAHABANG",3215090,3215,2017,"JUNI","2017-06","'2017-06-05",629.375,2990.0625,199,123.3125,3941.75,1484,0,3798,4033.80555499562,1.06208677066762
"1166","JAWA BARAT","KARAWANG","TALAGASARI",3215100,3215,2017,"JUNI","2017-06","'2017-06-05",595.0625,3067.6875,84.75,300.1875,4047.6875,1696,70,4100,4143.89281329533,1.01070556421837
"1167","JAWA BARAT","KARAWANG","MAJALAYA",3215111,3215,2017,"JUNI","2017-06","'2017-06-05",198.625,1069.375,595.75,492.6875,2356.4375,36,0,2234,2417.29785749492,1.08204917524392
"1168","JAWA BARAT","KARAWANG","KARAWANG TIMUR",3215112,3215,2017,"JUNI","2017-06","'2017-06-05",107.0625,520.5,252.6875,423.125,1303.375,0,124,1420,1357.91622764902,0.956279033555647
"1169","JAWA BARAT","KARAWANG","KARAWANG BARAT",3215113,3215,2017,"JUNI","2017-06","'2017-06-05",312.875,903.4375,381.375,590.6875,2188.375,4,187,1850,2247.73871897864,1.21499390215061
"1170","JAWA BARAT","KARAWANG","RAWAMERTA",3215120,3215,2017,"JUNI","2017-06","'2017-06-05",276.375,2119.75,433.5625,594.5,3424.1875,0,518,4191,3515.88719729952,0.838913671510266
"1171","JAWA BARAT","KARAWANG","TEMPURAN",3215130,3215,2017,"JUNI","2017-06","'2017-06-05",1640.25,2672.125,68.1875,2685.1875,7065.75,890,864,6480,7214.81955529641,1.11339807952105
"1172","JAWA BARAT","KARAWANG","KUTAWALUYA",3215140,3215,2017,"JUNI","2017-06","'2017-06-05",614.3125,3199.0625,50,503.6875,4367.0625,864,0,4372,4439.93293505201,1.01553818276578
