"","sensor","model","period","region","subdistrict","area_ha_1","area_ha_2","area_ha_3","area_ha_4"
"1459","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212041","6575.3125","76.1875","144.8125","446.8125"
"1460","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212050","588.5625","756.75","667.5","2686.125"
"1461","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212060","807.5625","1347.625","562.0625","877.625"
"1462","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212061","1212.8125","2307.0625","100.5625","60.625"
"1463","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212070","1273.5","875.4375","215.5","648.625"
"1464","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212080","66.1875","276.75","1279.75","857.1875"
"1465","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212081","191.75","266.5625","859.25","920.75"
"1466","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212090","1759.125","2464.1875","373.4375","12.6875"
"1467","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212100","360","898.4375","500.625","297"
"1468","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212101","280.25","378.1875","880.9375","754.5625"
"1469","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212110","720.6875","1235.125","391.6875","1336.1875"
"1470","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212120","206.4375","258.3125","2223.0625","1910.125"
"1471","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212130","176.125","321.3125","1161.1875","941.125"
"1472","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212140","435.3125","80.3125","144.1875","421.125"
"1473","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212150","585.5","132.9375","709.1875","274.6875"
"1474","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212160","790.625","303.9375","25","252.0625"
"1475","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212161","323.3125","280.625","8.5","80.5625"
"1476","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212162","446.0625","59.5625","1.4375","86.4375"
"1477","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212170","281.8125","372.5","222.6875","1590.4375"
"1478","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212171","381.4375","590.0625","472","507.3125"
"1479","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212180","1020.8125","785.125","1452.4375","1797"
"1480","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212190","2092.5625","2663.6875","346.375","832.8125"
"1481","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212200","486.875","1873.5625","900.5625","565"
"1482","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212210","444.8125","4809.6875","1099.75","51.5625"
"1483","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212220","658.8125","2676.3125","8.4375","0"
"1484","S1_PROBA","svmRadial0610","'2017-07-23","3212","3212221","798","1662.5625","51.3125","0.8125"
"1485","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213010","275.125","67.3125","500.5","82.875"
"1486","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213011","513.375","198.3125","703.6875","145.6875"
"1487","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213020","207.625","141.4375","170.9375","43.1875"
"1488","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213021","300.625","93.125","452.9375","80.75"
"1489","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213030","371.8125","194.4375","486.9375","238.25"
"1490","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213031","158.5","75.875","292.9375","146.625"
"1491","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213040","481.1875","296.8125","312.625","161.625"
"1492","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213050","756.5","372.5","857.5625","256.8125"
"1493","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213060","1304.875","355.3125","171.6875","109.1875"
"1494","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213070","541.625","273.0625","347.375","115.625"
"1495","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213080","995.625","199.4375","1015.75","275.5625"
"1496","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213081","202.1875","49.75","262.125","65.375"
"1497","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213090","935.875","159.9375","482","274.6875"
"1498","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213100","3765.9375","691.9375","772.375","169.375"
"1499","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213110","1542.4375","697.8125","4156.4375","645.25"
"1500","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213120","194.125","300.125","703.125","169.3125"
"1501","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213130","522.3125","314.25","1715.625","124.8125"
"1502","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213140","1264.1875","558.1875","725.9375","124.875"
"1503","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213141","996.875","1385.125","637.4375","112.75"
"1504","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213150","3643.875","1244.125","932.5","101.6875"
"1505","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213160","255.125","4251.8125","924.9375","41"
"1506","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213170","225.4375","2351.625","1371.625","61.25"
"1507","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213171","311.8125","4795.0625","215.6875","1.25"
"1508","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213180","484.75","4761","3417.3125","137.125"
"1509","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213190","231.3125","1887.5625","2","0.625"
"1510","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213191","279.875","2976.1875","34.5","1.8125"
"1511","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213200","1013.375","1372.375","5.75","1.1875"
"1512","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213201","649.125","3854.8125","6.8125","0.5625"
"1513","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213210","513.125","2152","16.375","2.9375"
"1514","S1_PROBA","svmRadial0610","'2017-07-23","3213","3213220","337.75","4432.8125","442.625","4.75"
"1515","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215010","1927","420.0625","328.1875","319.3125"
"1516","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215011","900.1875","225.875","476.1875","335.25"
"1517","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215020","747","87.5","129.375","206.25"
"1518","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215031","731.5","121.9375","64.875","96.625"
"1519","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215032","976.4375","598.5","657.9375","379.9375"
"1520","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215040","1749.0625","493.3125","130.25","121.3125"
"1521","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215050","211.5625","36.75","15.1875","70.0625"
"1522","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215051","627.5","185.5625","393.25","551.6875"
"1523","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215060","924.8125","321.8125","1074.625","1182.6875"
"1524","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215070","853.25","390.75","1968.9375","198.75"
"1525","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215071","390.9375","3094.5","655.5625","22.75"
"1526","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215072","739.5625","301.75","196.875","138.4375"
"1527","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215081","453.5625","3776.0625","4.5625","0"
"1528","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215082","919.0625","4459.625","27.3125","8.0625"
"1529","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215090","798.9375","1465.6875","884.4375","881.25"
"1530","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215100","466.4375","1980.875","1297.5625","393.5"
"1531","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215111","1559.375","355.1875","301.5","198.0625"
"1532","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215112","1124.1875","109.75","25.8125","90.8125"
"1533","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215113","1596.625","432.375","47.5","164.5"
"1534","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215120","1318.25","402.1875","1460.375","328.125"
"1535","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215130","1383.625","5669.4375","127.4375","25.75"
"1536","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215140","353.5","2553.4375","1377.4375","151.375"
"1537","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215150","1309.0625","724.125","246.875","155.375"
"1538","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215151","721.9375","2668","1.0625","0"
"1539","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215160","1716","3618.4375","3.3125","0.3125"
"1540","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215161","1217.9375","4010.75","7.3125","1.875"
"1541","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215170","2577.8125","2154.0625","0","38.25"
"1542","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215180","2327.4375","2672.375","7.8125","52.625"
"1543","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215190","1268.75","3582.1875","8.1875","15.6875"
"1544","S1_PROBA","svmRadial0610","'2017-07-23","3215","3215200","885.375","2077.5","33","11.25"
"1545","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212010","3474","146.8125","659.6875","106.875"
"1546","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212011","6957.0625","122.625","919.6875","17.625"
"1547","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212020","9863.125","7","169.5","1.5"
"1548","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212030","4118.1875","427.25","1060.125","628.25"
"1549","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212040","3688.5","9.625","261.3125","142.875"
"1550","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212041","6441.375","24.5625","541.0625","236.125"
"1551","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212050","3890.75","212.5625","76.6875","518.875"
"1552","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212060","1961.6875","1372.25","45.3125","214.9375"
"1553","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212061","1711.25","1955.5","12.4375","3"
"1554","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212070","2557.75","407.375","28.0625","19.8125"
"1555","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212080","323.75","764.875","1029.0625","361.75"
"1556","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212081","1542.4375","301.625","174.375","220.375"
"1557","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212090","1846.5625","2457","288.4375","18.375"
"1558","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212100","720.8125","926.6875","349.4375","57.8125"
"1559","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212101","602.4375","560.625","827.75","302.9375"
"1560","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212110","2813.375","567.0625","163.75","140.1875"
"1561","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212120","1294.6875","968.5625","1744.75","590.4375"
"1562","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212130","560.5625","466.5","895.6875","677.125"
"1563","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212140","494.625","184.5","119.0625","283.5625"
"1564","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212150","610.875","290.4375","544.75","258.4375"
"1565","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212160","609.3125","149.125","505.1875","109.375"
"1566","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212161","314.125","72.0625","281.1875","25.6875"
"1567","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212162","486.375","62.9375","36.75","8.0625"
"1568","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212170","1251.5","350.6875","156.3125","709.0625"
"1569","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212171","434.75","616.625","470.4375","429.625"
"1570","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212180","1298.4375","950.1875","1076.375","1730.75"
"1571","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212190","1590.125","3321","481.0625","543.3125"
"1572","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212200","203.1875","1756.4375","1352.3125","513.6875"
"1573","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212210","1226.125","4518.1875","257.125","404.0625"
"1574","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212220","524.6875","2812.75","5.5","0.875"
"1575","S1_PROBA","svmRadial0610","'2017-08-04","3212","3212221","428.6875","2054.75","28.625","0.6875"
"1576","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213010","320.1875","85.25","121.5625","398.6875"
"1577","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213011","505.6875","245.9375","535.375","274.375"
"1578","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213020","279.0625","94.25","51.6875","137.6875"
"1579","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213021","432.4375","38.75","14.9375","441.5625"
"1580","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213030","428.3125","160.3125","292.625","410.9375"
"1581","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213031","171.3125","62.25","252.4375","187.6875"
"1582","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213040","680.375","205.9375","76","292"
"1583","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213050","828.8125","305.375","434.875","674.75"
"1584","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213060","1268.5625","282.1875","265.8125","126.5625"
"1585","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213070","597","263.25","129.5625","290.3125"
"1586","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213080","1041.125","241.3125","693.875","513.25"
"1587","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213081","234.1875","57.375","173.9375","114.4375"
"1588","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213090","1120.0625","113.5625","296.875","324.9375"
"1589","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213100","4145.25","510.1875","295.625","448.625"
"1590","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213110","3131.625","339.5625","2238.3125","1333"
"1591","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213120","469.0625","137.8125","288.25","473.8125"
"1592","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213130","845.375","99.1875","564.875","1167.4375"
"1593","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213140","1831.125","463.25","209.6875","168.0625"
"1594","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213141","1579.6875","825.3125","573.125","152.4375"
"1595","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213150","4598.6875","699.75","293.875","331.3125"
"1596","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213160","543.625","3788.5625","647.0625","493.375"
"1597","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213170","369.5","1662.0625","1439.125","538.8125"
"1598","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213171","271.3125","4737.125","136.4375","178.375"
"1599","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213180","555.3125","3169.5625","3220.4375","1855.6875"
"1600","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213190","354.0625","1749.3125","17.75","0"
"1601","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213191","566.375","2653.8125","68.8125","2.9375"
"1602","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213200","1111.0625","1245.6875","35.875","0.9375"
"1603","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213201","603","3878.125","28.3125","0.9375"
"1604","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213210","465.8125","2161.5625","53.125","4.3125"
"1605","S1_PROBA","svmRadial0610","'2017-08-04","3213","3213220","368.9375","4038.1875","557.0625","253.3125"
"1606","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215010","2192.9375","230.5","279.3125","291.5"
"1607","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215011","1106.5","176.3125","269.25","384.8125"
"1608","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215020","804.375","120.125","79.4375","165.375"
"1609","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215031","770.75","104.625","73.6875","67.125"
"1610","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215032","1072.9375","468.8125","762","309.3125"
"1611","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215040","1960.625","380.25","73.8125","79.125"
"1612","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215050","283.4375","24.25","10.125","15.6875"
"1613","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215051","1549.8125","40.5","53.4375","115.25"
"1614","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215060","2664.875","85.5625","302.4375","451.5625"
"1615","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215070","1523.75","201.1875","773.1875","950.4375"
"1616","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215071","452.6875","2805.625","425.6875","538.1875"
"1617","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215072","1160.8125","52.625","28.5","0.875"
"1618","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215081","361.3125","4228.375","64.125","0.375"
"1619","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215082","430.25","4972.5","10.5625","2.6875"
"1620","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215090","1468.375","1640.5","715","206.25"
"1621","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215100","920.9375","1402","1196.625","618.8125"
"1622","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215111","2287.5","55.4375","3","68.25"
"1623","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215112","1242.375","71.6875","7.1875","29.625"
"1624","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215113","1843.375","327.1875","43.1875","27.3125"
"1625","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215120","1926.9375","323.6875","711.9375","546.375"
"1626","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215130","633.25","6202.625","314.25","48.5625"
"1627","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215140","700.8125","2344.5","936.1875","454"
"1628","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215150","1138.5625","1162.75","33.4375","120.0625"
"1629","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215151","601.3125","2788.4375","0.9375","0.375"
"1630","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215160","923.1875","4413.375","1.5625","0.125"
"1631","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215161","454.125","4717.5625","65.125","0.5625"
"1632","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215170","1220.5625","3538.4375","10","1"
"1633","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215180","1629.0625","3423.375","3.9375","3.375"
"1634","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215190","948.8125","3895.8125","28.375","1.625"
"1635","S1_PROBA","svmRadial0610","'2017-08-04","3215","3215200","730","2252.4375","21.5625","2.875"
"1636","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212010","4245.0625","86.75","37.6875","18.6875"
"1637","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212011","7219.125","47.625","625.3125","121.9375"
"1638","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212020","9539","6.8125","483.5","7.4375"
"1639","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212030","5815.5625","89.0625","67.0625","263.3125"
"1640","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212040","4064","25.875","8.6875","1.1875"
"1641","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212041","7117.625","53.375","46.0625","29.5625"
"1642","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212050","4665.9375","6.3125","6","21.1875"
"1643","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212060","2871.25","538.4375","172.75","11.5"
"1644","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212061","2699.9375","799.1875","177.25","1.0625"
"1645","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212070","2792.375","139.8125","67.625","13.3125"
"1646","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212080","1251.25","348.6875","49.6875","829.4375"
"1647","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212081","2030.625","72.625","2.9375","131.0625"
"1648","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212090","2618.875","1273.625","632.5625","83.4375"
"1649","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212100","1245.3125","369.1875","196","244.8125"
"1650","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212101","1133.9375","438.75","103.625","616.375"
"1651","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212110","3356.0625","313.625","2.0625","11.375"
"1652","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212120","2825","460.8125","96.6875","1214.5625"
"1653","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212130","1565.6875","158.875","12.625","861.3125"
"1654","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212140","877","24.75","17.75","161.9375"
"1655","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212150","1087.125","127.8125","62.875","424.1875"
"1656","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212160","1346.75","22.6875","2.1875","0.5625"
"1657","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212161","690.5","0.1875","0.6875","0.125"
"1658","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212162","589.3125","0.6875","3.125","0.375"
"1659","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212170","2391.75","26.6875","39.4375","7.5625"
"1660","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212171","1731.25","40.625","41","136.875"
"1661","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212180","4279.5625","306.6875","230.5625","238.625"
"1662","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212190","3258.0625","2386.0625","221.1875","70.375"
"1663","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212200","1354.5625","910.125","676.75","883.4375"
"1664","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212210","1803.5","2845.5","1563.4375","189"
"1665","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212220","1143.5625","2115.75","83.875","0.0625"
"1666","S1_PROBA","svmRadial0610","'2017-08-16","3212","3212221","764.25","1100.625","640.75","4.9375"
"1667","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213010","679.0625","29","29","185.0625"
"1668","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213011","1122.4375","61.375","88.625","282.1875"
"1669","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213020","464.9375","19.8125","21.625","51.625"
"1670","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213021","694.875","31.6875","4.9375","192"
"1671","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213030","979.875","88.625","43.6875","172.5"
"1672","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213031","427.25","46.0625","12.1875","183.875"
"1673","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213040","1068.6875","49.3125","45.625","82.25"
"1674","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213050","1577.5","189","62.1875","403.5625"
"1675","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213060","1439.3125","244","137.875","119.75"
"1676","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213070","880.25","92","142.5","156.875"
"1677","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213080","1807.25","91.6875","113.3125","468.375"
"1678","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213081","458","17.625","16","85.4375"
"1679","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213090","1539.875","46.75","66.4375","192.3125"
"1680","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213100","4725.75","248.125","184.0625","233.6875"
"1681","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213110","4908.3125","144.1875","188.1875","1796.6875"
"1682","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213120","756.5","85.875","61","460.125"
"1683","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213130","1349.625","59.625","112.3125","1153.125"
"1684","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213140","2155.8125","225.3125","166.375","122.6875"
"1685","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213141","2271.6875","314.9375","221.9375","320.875"
"1686","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213150","5175.9375","234","421.4375","90.25"
"1687","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213160","1151.8125","3699","236.8125","384.8125"
"1688","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213170","1030.1875","1329.875","358.0625","1292.5"
"1689","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213171","559.75","3514.1875","1014.4375","234.75"
"1690","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213180","1692.125","2291.0625","1565.875","3249"
"1691","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213190","624.5","1239.625","252.375","2.625"
"1692","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213191","565.25","2114.8125","598.75","12.8125"
"1693","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213200","1408.9375","905.5625","75.125","1.1875"
"1694","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213201","951.5625","2824.0625","733.25","1.5625"
"1695","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213210","1236.9375","1194.6875","248.0625","2.25"
"1696","S1_PROBA","svmRadial0610","'2017-08-16","3213","3213220","604.75","2808.5625","1387.5625","415.875"
"1697","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215010","2722.875","97.0625","4.3125","160.0625"
"1698","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215011","1685.625","73.375","0.6875","165.5"
"1699","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215020","942.1875","58.1875","16.125","142.25"
"1700","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215031","858.8125","75.625","20.6875","58.8125"
"1701","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215032","1648.4375","196.3125","58.1875","706"
"1702","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215040","2243.75","134.4375","31.875","81.8125"
"1703","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215050","302.6875","11.75","1.0625","15.625"
"1704","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215051","1652.625","15.3125","4.75","85.3125"
"1705","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215060","2942.9375","46.625","164.1875","349.9375"
"1706","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215070","1191.75","87.5625","86.5","566.3125"
"1707","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215071","231.9375","1077.125","423.4375","286.0625"
"1708","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215072","1006.25","26.3125","0.75","2.625"
"1709","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215081","317.125","247.875","32.8125","0.0625"
"1710","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215082","2957.875","1951.9375","366.125","6.0625"
"1711","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215090","1964.75","569.0625","1016.375","479.5"
"1712","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215100","1372.25","891.5","573","1301.375"
"1713","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215111","2332.5","27.125","0","54.1875"
