"","PROVINSI","KABUPATEN","KECAMATAN","subdistrict","VEG.REPRO.corr","VEG.REPRO.lag","VEG.RIPE.corr","VEG.RIPE.lag","REPRO.RIPE.corr","REPRO.RIPE.lag","VEG.planting.corr","VEG.planting.lag","VEG.harvested.corr","VEG.harvested.lag","REPRO.harvested.corr","REPRO.harvested.lag","RIPE.harvested.corr","RIPE.harvested.lag","planting.harvested.corr","planting.harvested.lag"
"16","JAWA BARAT","INDRAMAYU","JUNTINYUAT",3212110,0.696852761120567,-3,0.564528684011904,-6,0.774844479644537,-3,0.645714551041111,0,0.528522231397937,-7,0.734460001566551,-3,0.814567237040413,0,0.565276254619793,-8
"17","JAWA BARAT","INDRAMAYU","SLIYEG",3212120,0.673700387898367,-4,0.56381482587301,-7,0.759820771946665,-3,0.629782313289411,0,0.596085580176986,-8,0.750033801574143,-4,0.786314045367797,-1,0.617283586870585,-8
"18","JAWA BARAT","INDRAMAYU","JATIBARANG",3212130,0.618114005879561,-4,0.554614345075957,-7,0.823360906396261,-3,0.51663325190016,0,0.545134285317912,-8,0.611979482199477,-4,0.784689725753273,-2,0.605914729553207,-8
"19","JAWA BARAT","INDRAMAYU","BALONGAN",3212140,0.647819098686338,-3,0.604334778841782,-6,0.739912117491964,-3,0.5786899903149,0,0.589290241242373,-7,0.622088042351045,-4,0.753269814925727,-1,0.640142080098814,-7
"20","JAWA BARAT","INDRAMAYU","INDRAMAYU",3212150,0.63559945502738,-4,0.531876792432193,-6,0.814361325832533,-3,0.553381821070195,0,0.510012022252681,-8,0.659899547227732,-4,0.722245871355417,-1,0.68530362751724,-8
"21","JAWA BARAT","INDRAMAYU","SINDANG",3212160,0.726222490261534,-4,0.569832975437279,-7,0.741965105096639,-3,0.687920399788337,0,0.50557342579304,-9,0.649838432981453,-4,0.796295141437537,-1,0.506634410153595,-8
"22","JAWA BARAT","INDRAMAYU","CANTIGI",3212161,0.623168483344828,-4,0.547965487660088,-7,0.734246855104,-2,0.691341922508047,0,0.515992644321701,-8,0.545646681085137,-3,0.677825781099258,-1,0.482577288403118,-9
"23","JAWA BARAT","INDRAMAYU","PASEKAN",3212162,0.650931960007505,-4,0.575625732462766,-6,0.735657963216006,-2,0.626616759488358,0,0.476334614721868,-8,0.653516752690945,-4,0.796400597653649,-1,0.541099780636505,-8
"24","JAWA BARAT","INDRAMAYU","LOHBENER",3212170,0.701577088206317,-4,0.646064148208006,-7,0.788218254390216,-3,0.634203020811108,0,0.610703929801085,-8,0.676585247009394,-4,0.701811983326013,-1,0.577077038644801,-8
"25","JAWA BARAT","INDRAMAYU","ARAHAN",3212171,0.684333313320639,-4,0.560066479996509,-6,0.767640173637163,-3,0.578459132075175,0,0.560444467294726,-8,0.668653487274125,-4,0.785196805696867,-1,0.661503178859031,-8
"26","JAWA BARAT","INDRAMAYU","LOSARANG",3212180,0.689649333390986,-3,0.4535634279659,-7,0.601231803251599,-3,0.381352983527974,0,0.617220196415339,-9,0.720088171840543,-5,0.728685480428196,-2,0.346586319984691,-9
"27","JAWA BARAT","INDRAMAYU","KANDANGHAUR",3212190,0.489107827953433,-4,0.424683276559253,-7,0.82452467905229,-3,0.635757703715145,0,0.386873479782491,-8,0.690014676649688,-3,0.724161128490006,0,0.470828391764415,-8
"28","JAWA BARAT","INDRAMAYU","BONGAS",3212200,0.566379742163556,-4,0.61581795383893,-8,0.755095292709443,-4,0.623661909176473,0,0.546658819664112,-8,0.807178869445319,-4,0.848053123426659,0,0.513699295359811,-7
"29","JAWA BARAT","INDRAMAYU","ANJATAN",3212210,0.703593655461305,-4,0.744676505448305,-8,0.84566641655104,-3,0.676980112274928,0,0.658294215428573,-7,0.746473363309498,-4,0.859915212456305,0,0.60959620348546,-8
"30","JAWA BARAT","INDRAMAYU","SUKRA",3212220,0.65045526389179,-4,0.663725040050895,-7,0.909345411537808,-3,0.409067627134818,0,0.529552617090364,-7,0.771639024464628,-4,0.785616769244347,-1,0.646345720878659,-8
"31","JAWA BARAT","INDRAMAYU","PATROL",3212221,0.699802876747365,-4,0.761934554121325,-7,0.814206932665561,-3,0.600911507321561,0,0.648867880523838,-7,0.764627418996381,-4,0.773488981440493,-1,0.653042761555337,-8
"32","JAWA BARAT","SUBANG","SAGALAHERANG",3213010,0.198986934067855,-3,0.199286391747811,-8,0.446982521855651,-1,0.171157774914895,0,0.125231068241745,-7,0.0765839510329229,-2,0.260655499963042,0,0.788733825763912,-7
"33","JAWA BARAT","SUBANG","SERANGPANJANG",3213011,0.485656424224399,-3,0.334535092088078,-7,0.38397178523911,-1,0.339117836723489,-2,0.148650966720917,-9,0.159493449634437,-4,0.108425246662375,-3,0.761422287023137,-8
"34","JAWA BARAT","SUBANG","JALANCAGAK",3213020,0.517444941704911,-3,0.351217685801509,-7,0.445094406255117,-3,0.38960710543741,-2,0.413855195921021,-9,0.235616961724869,-5,0.225571602693925,-3,0.64562724389536,-8
"35","JAWA BARAT","SUBANG","CIATER",3213021,0.0296934342274432,-4,-0.012895812511148,-8,0.469244145919,-1,0.148530265970376,-2,0.141916047938268,-9,0.0173364424982406,-5,-0.0959004520476548,-3,0.743550585808816,-7
"36","JAWA BARAT","SUBANG","CISALAK",3213030,0.226985609009267,-4,0.306997749300027,-8,0.428958239379333,-3,0.203584160703205,-4,0.114153465344189,-5,0.00864081689343647,-4,-0.0670660806442507,-1,0.664879346554408,-8
"37","JAWA BARAT","SUBANG","KASOMALANG",3213031,0.4848188619649,-4,0.268367396948006,-8,0.572398165535083,-3,0.318232338036234,-1,0.270495513540111,-8,0.392621489596414,-4,0.180675481952086,-3,0.772359319812698,-7
"38","JAWA BARAT","SUBANG","TANJUNGSIANG",3213040,0.556351200967904,-3,0.529082424670014,-7,0.702952078787673,-3,0.256070843687746,-2,0.171995211088808,-9,0.209009490012642,-5,0.186076084515766,-3,0.679836321627751,-7
"39","JAWA BARAT","SUBANG","CIJAMBE",3213050,0.372342295159616,-5,0.260031526691796,-7,0.314453345565406,-3,0.394374305430684,-2,0.27421893431685,-9,0.361176297567896,-5,0.157672628341093,-3,0.763495541911608,-7
"40","JAWA BARAT","SUBANG","CIBOGO",3213060,0.82082679467836,-3,0.597750416908196,-6,0.6594428420939,-3,0.482867548463814,0,0.555743827746155,-6,0.536087343863315,-3,0.63475686226939,0,0.609927112365674,-7
"41","JAWA BARAT","SUBANG","SUBANG",3213070,0.783924211462039,-3,0.504033841265457,-7,0.460822412110582,-3,-0.00826396085144948,-4,0.212574241184616,-5,0.0346118595459318,-2,-0.0538996039682444,-2,0.642568337201618,-7
"42","JAWA BARAT","SUBANG","KALIJATI",3213080,0.654584147059788,-3,0.484341544652809,-6,0.589740900748141,-3,0.565228893997629,-1,0.288464353387765,-9,0.288339786937457,-4,0.381159794821633,-3,0.479942007330154,-7
"43","JAWA BARAT","SUBANG","DAWUAN",3213081,0.241306783365754,-3,0.291891176358682,-8,0.224557973248682,-3,0.228226997247927,-2,0.226345990009877,-6,0.419256791839047,-3,0.200586852661672,-2,0.741438091519849,-8
"44","JAWA BARAT","SUBANG","CIPEUNDEUY",3213090,0.760531836526413,-3,0.591462945027258,-7,0.697604063237433,-3,0.131344234929042,-2,0.198000156031638,-6,0.238567428523957,-4,0.0427421956237256,-3,0.514704026759583,-8
