"","code","area_ha"
"1","1",27967
"2","2",52247
"3","3",51227
"4","4",37420
"5","27",18
"6","59",75
"7","91",1
"8","123",269
"9","155",6
"10","187",15
"11","219",4
"12","233",92
"13","235",2019
"14","249",19793
"15","251",118085
