"","code","area_ha"
"1","1",563
"2","2",3803
"3","3",544
"4","4",3953
"5","10",42780
"6","27",268
"7","59",3074
"8","91",21
"9","123",10552
"10","155",104
"11","187",478
"12","219",4
"13","249",6094
"14","251",167790
