"","sensor","model","period","region","subdistrict","area_ha_1","area_ha_2","area_ha_3","area_ha_4"
"1724","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215180","307.75","4581.9375","77.1875","7.1875"
"1725","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215190","253.6875","4466.75","56.875","3.5"
"1726","S1_PROBA","svmRadial0610","'2017-08-16","3215","3215200","193.0625","2669.75","81.375","5.375"
"1727","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212010","4114.5625","90.4375","28","31"
"1728","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212011","7202.5","207.4375","60.625","152.9375"
"1729","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212020","9643.8125","28.9375","39.1875","17.625"
"1730","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212030","5503.5","258.875","32.75","211.25"
"1731","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212040","3872","67.75","12","4.4375"
"1732","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212041","6625.6875","123.625","67.3125","49.9375"
"1733","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212050","4079.9375","446.1875","13.0625","7.75"
"1734","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212060","1897.875","1437.625","17.0625","144.4375"
"1735","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212061","1320.75","2100.5625","37.125","109.625"
"1736","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212070","2326.8125","461.5625","59.8125","61.4375"
"1737","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212080","1423.125","512.5625","7.8125","462.6875"
"1738","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212081","2024.375","86.6875","13.5","30.1875"
"1739","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212090","1783.25","1718.3125","370.5625","622"
"1740","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212100","878.5","637.5","22.25","456.25"
"1741","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212101","1291.3125","397.625","11.4375","523.625"
"1742","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212110","3058.5625","339.875","49.625","91.4375"
"1743","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212120","3556.4375","639.25","14.875","206.875"
"1744","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212130","1897.125","459.75","6.5625","138"
"1745","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212140","857.5","95.75","15.375","69.9375"
"1746","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212150","1295.625","137.125","12.0625","191.0625"
"1747","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212160","1157.1875","106.9375","35.25","6.6875"
"1748","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212161","634.6875","22.9375","8.875","0.625"
"1749","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212162","514.8125","22.5","13.625","14.25"
"1750","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212170","2154.5","170.125","12.8125","44.625"
"1751","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212171","1519.5625","316.9375","17.25","41.9375"
"1752","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212180","4390.6875","357.9375","31.8125","104.4375"
"1753","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212190","3176.9375","1968.0625","557","51.0625"
"1754","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212200","1242","1246.3125","420.8125","795.75"
"1755","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212210","1145.625","2628.3125","1404","1061.4375"
"1756","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212220","238.25","2759.3125","230.5625","19.625"
"1757","S1_PROBA","svmRadial0610","'2017-08-28","3212","3212221","311","1400.75","478.1875","224.4375"
"1758","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213010","212.6875","310.9375","76.4375","183.875"
"1759","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213011","378.125","453.0625","98.0625","396.125"
"1760","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213020","132.25","231.625","29.4375","85.0625"
"1761","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213021","182.0625","464","57.3125","103.8125"
"1762","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213030","261.1875","542.5625","121.625","197.0625"
"1763","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213031","145.5","271.625","28.375","154"
"1764","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213040","316.3125","530.5625","84.3125","150.8125"
"1765","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213050","489.75","931.5","114.625","395.9375"
"1766","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213060","1022.5625","363.125","143.375","235.4375"
"1767","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213070","362.4375","331.5","189.875","270.4375"
"1768","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213080","1054.375","639.25","100.125","483.5"
"1769","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213081","139","206.375","31.8125","118.875"
"1770","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213090","1076.75","249.4375","65.1875","256.4375"
"1771","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213100","3968.625","938.875","60.5625","167.375"
"1772","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213110","5381.375","544.625","36.4375","867.375"
"1773","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213120","569.9375","275.4375","104.625","313.5625"
"1774","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213130","1577.625","356.1875","100.875","504.8125"
"1775","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213140","1751.5","347.9375","134.125","277.75"
"1776","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213141","1365.5","793.9375","148.5","625.6875"
"1777","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213150","4610.125","522.3125","79.375","415.875"
"1778","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213160","751.3125","3359.625","1022.4375","207.5"
"1779","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213170","938.5625","1102.6875","1279.125","549.625"
"1780","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213171","285.4375","1875","2759.4375","298.25"
"1781","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213180","1647.6875","2268.5625","2366.125","2240.75"
"1782","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213190","112.0625","1550.625","292.625","107.1875"
"1783","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213191","147.9375","1882.4375","1104.125","83.375"
"1784","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213200","698.5625","1559.25","60.0625","3.5"
"1785","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213201","410.625","1995.8125","1886.9375","117.5625"
"1786","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213210","623.125","1884.4375","45.375","51.875"
"1787","S1_PROBA","svmRadial0610","'2017-08-28","3213","3213220","143.9375","1742.75","2727","444.75"
"1788","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215010","983.9375","1417.625","205.9375","179.5625"
"1789","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215011","624.375","927.5625","141.8125","81"
"1790","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215020","289.1875","606.25","64.3125","103.6875"
"1791","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215031","311.0625","566.625","12.5625","70.5"
"1792","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215032","867.25","1030.125","93.125","539.125"
"1793","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215040","916.125","1307","59.8125","97.125"
"1794","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215050","223.875","70.1875","3","13.125"
"1795","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215051","1267.4375","377.0625","7.625","53.1875"
"1796","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215060","2844.6875","283.5625","35.125","246.0625"
"1797","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215070","2943.625","364.5625","42.875","506"
"1798","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215071","151.25","1596.9375","1625.6875","875.1875"
"1799","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215072","1277.375","75.875","5.5","4.5625"
"1800","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215081","363.5","3566.75","842.6875","149"
"1801","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215082","551.6875","3813.125","908.375","42.0625"
"1802","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215090","1564.625","399.875","1592.9375","384.1875"
"1803","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215100","1232.0625","736.6875","1449.75","629.625"
"1804","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215111","2064.5625","261.5","21.9375","8.6875"
"1805","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215112","691.5","554.125","33.9375","24.25"
"1806","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215113","1062.5","1092.1875","24","10"
"1807","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215120","2556.9375","486.0625","26.1875","355.25"
"1808","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215130","477.875","4428.9375","1942.125","217.3125"
"1809","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215140","1332.75","1487.8125","1026.5","519.8125"
"1810","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215150","823.125","1508.4375","47.625","22.0625"
"1811","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215151","267.0625","2972.25","65.75","31.5"
"1812","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215160","231.625","5009.8125","10.5","6.5"
"1813","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215161","207.9375","4464.625","413.875","56.375"
"1814","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215170","134.9375","4535.6875","24.125","3.0625"
"1815","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215180","229.8125","4596.875","127.9375","19.375"
"1816","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215190","81.25","4649.5625","43.3125","7.125"
"1817","S1_PROBA","svmRadial0610","'2017-08-28","3215","3215200","175.625","2628","143.6875","4.0625"
"1818","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212010","4063.9375","151.8125","24.8125","23.625"
"1819","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212011","7161.9375","240.875","117.5","101.625"
"1820","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212020","9265.4375","179.6875","266","17.25"
"1821","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212030","5083.75","483.0625","286.6875","154"
"1822","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212040","3838.625","78.0625","31.5625","5.375"
"1823","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212041","6435.6875","193.0625","173.3125","62.875"
"1824","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212050","3996.25","436.5625","109.875","5.1875"
"1825","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212060","1783.3125","1567.5625","47.0625","99.3125"
"1826","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212061","1208.3125","1965.125","295.75","98.25"
"1827","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212070","2462.4375","333.625","67.875","45.6875"
"1828","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212080","1749.4375","496.6875","10.5625","149.5"
"1829","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212081","1974.9375","152.1875","13.5","14.3125"
"1830","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212090","1857.625","754.875","1251.9375","629.5"
"1831","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212100","949.4375","668.375","20.8125","355.5"
"1832","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212101","1655.5","322.875","25.1875","220.125"
"1833","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212110","3167.4375","239.75","65.875","65.6875"
"1834","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212120","3333.6875","1002.375","34.5625","46.1875"
"1835","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212130","2039.5","417.5625","30.0625","14.1875"
"1836","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212140","936.8125","79.125","11.0625","11.375"
"1837","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212150","1512.625","78.875","11.5","33"
"1838","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212160","1089.4375","140.6875","63.6875","12.1875"
"1839","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212161","652.1875","10.75","3.0625","1.0625"
"1840","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212162","527.5","20.9375","3.8125","12.9375"
"1841","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212170","2125.3125","155.4375","65.375","34.3125"
"1842","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212171","1725.6875","68.125","76.5625","24.6875"
"1843","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212180","4014.0625","455.25","340.375","74.8125"
"1844","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212190","3037.25","794.4375","1879.875","42"
"1845","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212200","1153.0625","851.75","959.9375","739.875"
"1846","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212210","1157.9375","1210.5","2765.3125","1105.4375"
"1847","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212220","111.9375","2263.375","845.875","26.5"
"1848","S1_PROBA","svmRadial0610","'2017-09-09","3212","3212221","225.25","744.0625","1174.375","269.25"
"1849","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213010","222.1875","313.3125","67.8125","178.75"
"1850","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213011","384.4375","415","136.3125","387.875"
"1851","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213020","125.125","182.0625","89.375","81.375"
"1852","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213021","202.625","435.75","58.625","108.0625"
"1853","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213030","227.75","557.5625","143.75","188.1875"
"1854","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213031","151.1875","269.5","34.3125","144.0625"
"1855","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213040","288.4375","470","194.5625","126.9375"
"1856","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213050","469.9375","927.3125","186.5","343.6875"
"1857","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213060","1109.6875","257.3125","170.1875","226.625"
"1858","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213070","414.3125","277.0625","199.8125","260.3125"
"1859","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213080","1200.4375","583.375","129.5625","359.6875"
"1860","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213081","139.6875","192.625","41.125","123.3125"
"1861","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213090","1090.875","247.125","92","212.8125"
"1862","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213100","4013.5625","885.6875","100.9375","122.625"
"1863","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213110","5651.5","819.8125","95.25","263.5625"
"1864","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213120","514","344.4375","77.375","321.625"
"1865","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213130","1723.4375","370.125","41.875","401.375"
"1866","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213140","1790.875","336.375","195.5","187.125"
"1867","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213141","1431.875","718.3125","236.125","544.875"
"1868","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213150","4797.75","488.1875","73.5625","268.3125"
"1869","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213160","815.5","2245.375","1939.875","340.9375"
"1870","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213170","1133.8125","814","976","945.375"
"1871","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213171","181.625","717.375","3527.4375","791.1875"
"1872","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213180","2444.5","1844.4375","971.75","3262.5625"
"1873","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213190","83.625","1043.5625","815","120.375"
"1874","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213191","41.1875","1350.6875","1441","385.1875"
"1875","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213200","452.875","1672.625","184.125","11.75"
"1876","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213201","261.625","1147.4375","2792.3125","209"
"1877","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213210","536.9375","1916.9375","101.3125","49.125"
"1878","S1_PROBA","svmRadial0610","'2017-09-09","3213","3213220","220","1236.6875","2125.8125","1476.8125"
"1879","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215010","1524.125","921.75","138.5625","200.625"
"1880","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215011","742.125","780.625","118.5625","133.125"
"1881","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215020","312","596.0625","50.9375","103"
"1882","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215031","369.625","545.5625","13.375","32.5625"
"1883","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215032","1209.5625","926.625","74.5625","318.25"
"1884","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215040","1073.625","1140.375","75.75","89.875"
"1885","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215050","197.25","100.5","4.5625","6.6875"
"1886","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215051","1035.875","639.0625","14.6875","15.5625"
"1887","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215060","2745","491.375","10.8125","162.5625"
"1888","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215070","3164.125","367.5","23.875","301.5625"
"1889","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215071","544.25","1442.25","614.4375","1648.375"
"1890","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215072","1197.375","152.75","7.25","5"
"1891","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215081","244.1875","2621","1622.5","434.3125"
"1892","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215082","243.375","3156","1844.5","71.125"
"1893","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215090","1605.9375","424.3125","1278.5","632.625"
"1894","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215100","1451.5625","554.9375","1108.5","932.9375"
"1895","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215111","1727.0625","580.4375","36.5","12.0625"
"1896","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215112","837.3125","436.8125","20.125","9.5625"
"1897","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215113","999.375","1077.25","96.1875","15.5"
"1898","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215120","2750.625","501.9375","9.8125","162.0625"
"1899","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215130","283.8125","3202.4375","3036.75","542.75"
"1900","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215140","1621.8125","910.3125","1027.6875","807.0625"
"1901","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215150","749.4375","1508.9375","118.5","27.8125"
"1902","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215151","164.0625","3120.625","45.1875","7.8125"
"1903","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215160","139.8125","5004.75","107.0625","6.8125"
"1904","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215161","145.9375","4063.25","716.6875","216.125"
"1905","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215170","251.3125","4430.6875","14.6875","0.875"
"1906","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215180","211.5625","4714.3125","22.375","26.75"
"1907","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215190","121.125","4588.9375","63.3125","9.125"
"1908","S1_PROBA","svmRadial0610","'2017-09-09","3215","3215200","172.8125","2191.625","520.625","66.625"
"1909","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212010","4054","158.75","25.625","24.375"
"1910","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212011","7263.4375","185.4375","85.5625","91.375"
"1911","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212020","9413.5625","128.625","162.0625","25.5"
"1912","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212030","5256.375","297.5625","312.4375","139.5625"
"1913","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212040","3756.375","59.875","125.125","10.4375"
"1914","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212041","6271.1875","224.8125","266.4375","102.3125"
"1915","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212050","4019.5625","252.5625","259.4375","15.625"
"1916","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212060","1993.25","1346.875","56.5","100.25"
"1917","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212061","1222.125","1872","254.3125","219.1875"
"1918","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212070","2412.5","257.75","181.875","57.75"
"1919","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212080","2060.75","264.25","37.3125","43.3125"
"1920","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212081","2024.4375","100.3125","16.875","13.3125"
"1921","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212090","1968.9375","560.3125","1205.1875","757.9375"
"1922","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212100","1372.0625","370.875","39.3125","211.9375"
"1923","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212101","1811.3125","238.5625","46.5625","127.1875"
"1924","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212110","3191.4375","125.25","145.125","77.4375"
"1925","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212120","3716","541.5","116.625","42.3125"
"1926","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212130","2124.375","261.375","92.25","23.0625"
"1927","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212140","962.5","45.75","26.9375","3.1875"
"1928","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212150","1564.625","35.6875","15","20.625"
"1929","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212160","1133.75","92.4375","60.0625","19.6875"
"1930","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212161","650.1875","6.1875","9.5","1.5"
"1931","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212162","533.1875","7.5","10.3125","14.375"
"1932","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212170","2216.3125","94.125","43.875","26.8125"
"1933","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212171","1819.5625","61.625","11.3125","3.3125"
"1934","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212180","4480.375","195.6875","182.5625","26.625"
"1935","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212190","3344.3125","615.5625","1265.1875","528.0625"
"1936","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212200","1447","663.6875","456.875","1137.5625"
"1937","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212210","1253.625","1004","1991.875","1989.75"
"1938","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212220","83.5","1646.875","1306.1875","211.375"
"1939","S1_PROBA","svmRadial0610","'2017-09-21","3212","3212221","253.1875","660.75","879.125","619.9375"
"1940","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213010","244.6875","294.6875","71","172.3125"
"1941","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213011","445.5","379.9375","142.4375","353.75"
"1942","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213020","140.375","162.6875","60.4375","114.625"
"1943","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213021","220.1875","400.5","61.375","125"
"1944","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213030","211.75","517.125","158.125","232.1875"
"1945","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213031","164","248.875","34.875","152"
"1946","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213040","302.9375","365.0625","212.75","202.5625"
"1947","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213050","546.875","850.125","156.6875","372.8125"
"1948","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213060","1242.8125","183.125","102.8125","235.3125"
"1949","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213070","533.0625","208.4375","123.3125","287.25"
"1950","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213080","1367.25","488.75","105.125","311.1875"
"1951","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213081","154.5625","180.5","27.0625","134.4375"
"1952","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213090","1202.4375","189.8125","76.625","171.375"
"1953","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213100","4192.6875","812.125","46.125","78.5625"
"1954","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213110","5994.125","703.3125","19.6875","113"
"1955","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213120","703.0625","278.4375","34.3125","244.3125"
"1956","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213130","1826.625","448.9375","23.125","238.3125"
"1957","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213140","1999.3125","225.875","89.625","195.0625"
"1958","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213141","1754.25","510.1875","191.125","477.6875"
"1959","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213150","4927.0625","435","57.3125","208.5625"
"1960","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213160","1050.9375","1977.3125","1293.75","1018.3125"
"1961","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213170","1408.5625","708.4375","438.625","1314.4375"
"1962","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213171","320.5","1159.5625","2041.375","1695.9375"
"1963","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213180","4331.625","1353.875","380.4375","2458"
"1964","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213190","105.5625","1056","185.625","715.625"
"1965","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213191","67.0625","1353.0625","350.9375","1447.5625"
"1966","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213200","391.125","1689.3125","129.375","111.1875"
"1967","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213201","303","1258.9375","689.375","2160.4375"
"1968","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213210","560.6875","1867.3125","95.125","81.75"
"1969","S1_PROBA","svmRadial0610","'2017-09-21","3213","3213220","763.25","1272.125","831.375","2193.3125"
"1970","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215010","1707.375","774.5625","63.25","239"
"1971","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215011","797.9375","700.0625","116.9375","154"
"1972","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215020","378.0625","531.0625","60.875","90.3125"
"1973","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215031","406.4375","498.375","26.3125","29.6875"
"1974","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215032","1370.3125","803.875","95.5","258.3125"
"1975","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215040","1236.875","973.0625","102.1875","67"
"1976","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215050","227.375","71.5","5.6875","4.875"
"1977","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215051","1056.6875","623.625","18.4375","6.25"
"1978","S1_PROBA","svmRadial0610","'2017-09-21","3215","3215060","2997.8125","381.5625","8.25","21.875"
