"","code","area_ha"
"1","1",905
"2","2",1001
"3","3",811
"4","4",4601
"5","11",9
"6","27",77
"7","43",150
"8","59",7312
"9","107",234
"10","123",32735
"11","139",1
"12","155",48
"13","171",11
"14","187",302
"15","235",4966
"16","249",1676
"17","251",254399
