"","code","area_ha"
"1","1",562
"2","2",6600
"3","3",1033
"4","4",3584
"5","11",4
"6","27",1512
"7","43",8
"8","59",8931
"9","91",211
"10","107",46
"11","123",19602
"12","155",489
"13","187",1692
"14","219",116
"15","235",750
"16","249",7037
"17","251",187851
