"","code","area_ha"
"1","1",83825
"2","2",62815
"3","3",8539
"4","4",76732
"5","10",2503
"6","43",4
"7","59",16
"8","107",22
"9","123",238
"10","171",1
"11","187",1
"12","233",348
"13","235",1861
"14","249",5920
"15","251",66413
