"","code","area_ha"
"1","1",151765
"2","2",9117
"3","3",12259
"4","4",47742
"5","11",1
"6","27",248
"7","59",422
"8","91",33
"9","123",697
"10","155",61
"11","187",67
"12","219",10
"13","233",12
"14","235",243
"15","249",906
"16","251",16445
