"","x"
"Accuracy",0.717391304347826
"Kappa",0.615804690009637
"AccuracyLower",0.613931607592899
"AccuracyUpper",0.806375079369145
"AccuracyNull",0.315217391304348
"AccuracyPValue",2.95345656328309e-15
"McnemarPValue",NA
