"","code","area_ha"
"1","1",2903
"2","2",30391
"3","3",33738
"4","4",75970
"5","27",2
"6","59",144
"7","123",1099
"8","187",16
"9","233",76
"10","235",117
"11","249",25875
"12","251",69695
