"","code","area_ha"
"1","1",230
"2","2",566
"3","3",605
"4","4",275
"5","11",31
"6","27",372
"7","43",98
"8","59",2454
"9","75",2
"10","91",81
"11","107",295
"12","123",8749
"13","139",25
"14","155",178
"15","171",33
"16","187",451
"17","219",38
"18","235",3519
"19","249",570
"20","251",221456
