"","code","area_ha"
"1","1",671
"2","2",10115
"3","3",25769
"4","4",10537
"5","27",2
"6","59",37
"7","107",45
"8","123",9298
"9","155",6
"10","187",160
"11","233",151
"12","235",1966
"13","249",11816
"14","251",238665
