"","x"
"Accuracy",0.692737430167598
"Kappa",0.590316573556797
"AccuracyLower",0.657501742688191
"AccuracyUpper",0.726375904759136
"AccuracyNull",0.25
"AccuracyPValue",1.97705887972754e-136
"McnemarPValue",6.97539185594057e-27
