"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.357541899441341,0.901303538175047,0.547008547008547,0.808013355592654,0.547008547008547,0.357541899441341,0.432432432432432,0.25,0.0893854748603352,0.16340782122905,0.629422718808194
"Class: 2",0.0558659217877095,0.994413407821229,0.769230769230768,0.759601706970128,0.769230769230769,0.0558659217877095,0.104166666666667,0.25,0.0139664804469274,0.0181564245810056,0.525139664804469
"Class: 3",0.64804469273743,0.804469273743017,0.524886877828054,0.872727272727273,0.524886877828054,0.64804469273743,0.58,0.25,0.162011173184358,0.308659217877095,0.726256983240223
"Class: 4",0.899441340782123,0.620111731843575,0.441095890410959,0.948717948717949,0.441095890410959,0.899441340782123,0.591911764705882,0.25,0.224860335195531,0.509776536312849,0.759776536312849
