"","x"
"Accuracy",0.729050279329609
"Kappa",0.638733705772812
"AccuracyLower",0.694897154933157
"AccuracyUpper",0.761303390043005
"AccuracyNull",0.25
"AccuracyPValue",5.36339754297949e-159
"McnemarPValue",1.12395512419472e-07
