"","x"
"Accuracy",0.713687150837989
"Kappa",0.618249534450652
"AccuracyLower",0.679044469996981
"AccuracyUpper",0.746558059471463
"AccuracyNull",0.25
"AccuracyPValue",3.31307621687048e-149
"McnemarPValue",0.154795002058881
