"","x"
"Accuracy",0.912011173184358
"Kappa",0.88268156424581
"AccuracyLower",0.888826914269752
"AccuracyUpper",0.931725832488522
"AccuracyNull",0.25
"AccuracyPValue",2.18511028303807e-310
"McnemarPValue",NA
