"","Overall"
"VV1",20.0228332558642
"VV3",25.8996193183954
"diff_VV1",0
"diff_VV3",30.4762735818726
"VH1",43.1654495214115
"VH3",100
"diff_VH1",14.453090406157
"diff_VH3",78.0222557552315
