"","x"
"Accuracy",0.916201117318436
"Kappa",0.888268156424581
"AccuracyLower",0.893448740645053
"AccuracyUpper",0.935445412740474
"AccuracyNull",0.25
"AccuracyPValue",6.85016781851174e-315
"McnemarPValue",0.155408630974277
