"","code","area_ha"
"1","1",389
"2","2",604
"3","3",366
"4","4",152
"5","11",3
"6","12",263
"7","27",1356
"8","28",8771
"9","43",328
"10","59",28825
"11","60",7
"12","91",6
"13","107",1462
"14","123",130128
"15","124",22
"16","155",168
"17","156",225
"18","171",83
"19","187",5101
"20","188",181
"21","219",13
"22","220",3
"23","235",1712
"24","249",1632
"25","251",127046
"26","252",392
