"","code","area_ha"
"1","1",27631
"2","2",58830
"3","3",67143
"4","4",25314
"5","10",78794
"6","27",1
"7","59",87
"8","123",705
"9","155",1
"10","187",4
"11","249",9395
"12","251",41333
