"","code","area_ha"
"1","1",1323
"2","2",9365
"3","3",5649
"4","4",17650
"5","59",28
"6","91",1
"7","107",16
"8","123",2489
"9","187",9
"10","233",128
"11","235",3220
"12","249",7660
"13","251",261700
