"","paddy_raster_df","Freq"
"1","101",65746.9375
"2","102",13475.4375
"3","103",2016.3125
"4","201",7131.25
"5","202",79702
"6","203",10424.125
"7","301",2571.25
"8","302",7167.3125
"9","303",28917.9375
"10","304",21831.625
"11","401",7493.8125
"12","402",8182.8125
"13","404",52414.4375
