"","code","area_ha"
"1","1",150583
"2","2",57518
"3","3",54582
"4","4",28809
"5","27",37
"6","59",139
"7","91",2
"8","123",417
"9","155",4
"10","187",9
"11","219",1
"12","249",3374
"13","251",13763
