"","paddy_raster_df","Freq"
"1","101",7172.5
"2","102",3921.875
"3","103",1725.5
"4","104",25132.875
"5","201",1976.3125
"6","202",26535.25
"7","203",4429.3125
"8","204",6705.625
"9","301",3930.8125
"10","302",898.875
"11","303",8939.1875
"12","304",16313.375
"13","401",23371
"14","402",36967.3125
"15","403",2098.0625
"16","404",137972.9375
