"","code","area_ha"
"1","1",51278
"2","2",9330
"3","3",27617
"4","4",117861
"5","27",2
"6","43",3
"7","59",3
"8","107",1
"9","123",13
"10","233",223
"11","235",318
"12","249",14521
"13","251",18858
