"","code","area_ha"
"1","1",9545
"2","2",14080
"3","3",10265
"4","4",12413
"5","59",10
"6","107",3
"7","123",2713
"8","187",8
"9","233",699
"10","235",8271
"11","249",20351
"12","251",230880
