"","code","area_ha"
"1","1",145637
"2","2",6372
"3","3",26371
"4","4",65884
"5","10",3036
"6","59",3
"7","107",1
"8","123",143
"9","233",10
"10","235",253
"11","249",7767
"12","251",53761
