"","code","area_ha"
"1","1",4130
"2","2",7938
"3","3",2247
"4","4",30782
"5","27",54
"6","43",36
"7","59",717
"8","107",302
"9","123",4486
"10","155",2
"11","187",93
"12","233",218
"13","235",3652
"14","249",19900
"15","251",165471
