"","paddy_raster_df","Freq"
"1","101",62872.5625
"2","102",7874.25
"3","103",1664.4375
"4","201",7712
"5","202",87660.125
"6","203",14932.4375
"7","301",6664.75
"8","302",5520.3125
"9","303",29861.5625
"10","304",18301
"11","401",14379.4375
"12","402",1971.5625
"13","404",25910.6875
