"","code","area_ha"
"1","1",24220
"2","2",29172
"3","3",36215
"4","4",79643
"5","11",3
"6","27",180
"7","43",4
"8","59",900
"9","91",7
"10","107",43
"11","123",2657
"12","155",14
"13","187",98
"14","219",1
"15","233",98
"16","235",650
"17","249",8686
"18","251",57437
