"","code","area_ha"
"1","1",14351
"2","2",12597
"3","3",18327
"4","4",45484
"5","11",8
"6","27",305
"7","43",5
"8","59",1414
"9","91",16
"10","107",55
"11","123",5456
"12","155",24
"13","187",162
"14","219",3
"15","233",124
"16","235",1185
"17","249",15561
"18","251",124951
