"","code","area_ha"
"1","1",872
"2","2",4433
"3","3",2618
"4","4",21505
"5","59",18
"6","123",20271
"7","155",3
"8","187",1507
"9","219",1
"10","233",53
"11","235",411
"12","249",7466
"13","251",180870
