"","code","area_ha"
"1","1",18975
"2","2",88823
"3","3",41557
"4","4",20864
"5","27",416
"6","59",2553
"7","91",25
"8","123",8335
"9","155",840
"10","187",2431
"11","219",51
"12","249",9998
"13","251",114349
