"","code","area_ha"
"1","1",19314
"2","2",59479
"3","3",68158
"4","4",89660
"5","10",33326
"6","27",1
"7","59",76
"8","123",623
"9","155",1
"10","187",4
"11","249",6295
"12","251",32279
