"","code","area_ha"
"1","1",852
"2","2",5458
"3","3",21592
"4","4",14216
"5","11",7
"6","27",1266
"7","43",36
"8","59",4246
"9","75",3
"10","91",144
"11","107",57
"12","123",14282
"13","139",2
"14","155",404
"15","171",13
"16","187",1333
"17","219",61
"18","233",33
"19","235",432
"20","249",12341
"21","251",163249
