"","subdistrict","code","area_ha"
"1",3215010,1,561
"2",3215010,2,1105.625
"3",3215010,3,1392.5
"4",3215010,4,718.125
"5",3215011,1,380.125
"6",3215011,2,138.875
"7",3215011,3,159.75
"8",3215011,4,113.125
"9",3215020,1,147.125
"10",3215020,2,197.875
"11",3215020,3,70.5625
"12",3215020,4,100
"13",3215031,1,337.8125
"14",3215031,2,213
"15",3215031,3,67.125
"16",3215031,4,167.4375
"17",3215032,1,627.9375
"18",3215032,2,1675.1875
"19",3215032,3,303.1875
"20",3215032,4,642.25
"21",3215040,1,1372.625
"22",3215040,2,1350.75
"23",3215040,3,433.3125
"24",3215040,4,983.4375
"25",3215050,1,152.6875
"26",3215050,2,119.4375
"27",3215050,3,60.8125
"28",3215050,4,105.5
"29",3215051,1,297.5625
"30",3215051,2,374.75
"31",3215051,3,116.25
"32",3215051,4,224.125
"33",3215060,1,1782.5625
"34",3215060,2,1320.4375
"35",3215060,3,147.625
"36",3215060,4,1356.0625
"37",3215070,1,188
"38",3215070,2,102.25
"39",3215070,3,62.625
"40",3215070,4,44
"41",3215071,1,46.4375
"42",3215071,2,4.75
"43",3215071,3,6.5625
"44",3215071,4,687
"45",3215072,1,976.75
"46",3215072,2,357.5
"47",3215072,3,9.875
"48",3215072,4,742.375
"49",3215081,1,89
"50",3215081,2,72.4375
"51",3215081,3,194
"52",3215081,4,1004.3125
"53",3215082,1,245.3125
"54",3215082,2,268.125
"55",3215082,3,1461.375
"56",3215082,4,2248.9375
"57",3215090,1,950.375
"58",3215090,2,324.3125
"59",3215090,3,286.4375
"60",3215090,4,2379.5
"61",3215100,1,1059.375
"62",3215100,2,550.8125
"63",3215100,3,522.6875
"64",3215100,4,1911.75
"65",3215111,1,235.875
"66",3215111,2,548.625
"67",3215111,3,242.625
"68",3215111,4,798.1875
"69",3215112,1,735.875
"70",3215112,2,677.8125
"71",3215112,3,249.5
"72",3215112,4,1000.5625
"73",3215113,1,18
"74",3215113,2,28
"75",3215113,3,5.6875
"76",3215113,4,28.1875
"77",3215120,1,1392.3125
"78",3215120,2,399.75
"79",3215120,3,185.5
"80",3215120,4,1784.0625
"81",3215130,1,987.3125
"82",3215130,2,1552.125
"83",3215130,3,2988.9375
"84",3215130,4,3124.125
"85",3215140,1,1473.4375
"86",3215140,2,403.375
"87",3215140,3,475.8125
"88",3215140,4,2653
"89",3215150,1,125.25
"90",3215150,2,1523.25
"91",3215150,3,1518.25
"92",3215150,4,339.1875
"93",3215151,1,172.5625
"94",3215151,2,131.75
"95",3215151,3,435.375
"96",3215151,4,611.6875
"97",3215160,1,168.6875
"98",3215160,2,160.5625
"99",3215160,3,3347.625
"100",3215160,4,630.625
"101",3215161,1,47.0625
"102",3215161,2,1772
"103",3215161,3,2000.5
"104",3215161,4,214.4375
"105",3215170,1,94.5625
"106",3215170,2,3621.9375
"107",3215170,3,924.8125
"108",3215170,4,56
"109",3215180,1,156.75
"110",3215180,2,2917.9375
"111",3215180,3,1392.25
"112",3215180,4,499.5
"113",3215190,1,197.6875
"114",3215190,2,1650.75
"115",3215190,3,2048.3125
"116",3215190,4,892.6875
"117",3215200,1,290.8125
"118",3215200,2,118.5625
"119",3215200,3,1230.125
"120",3215200,4,1305.3125
