"","subdistrict","code","area_ha"
"1",3212010,1,240.875
"2",3212010,2,2776.5
"3",3212010,3,5103.25
"4",3212010,4,395.75
"5",3212011,1,297.625
"6",3212011,2,385.6875
"7",3212011,3,2230.25
"8",3212011,4,518.125
"9",3212020,1,202.1875
"10",3212020,2,516.625
"11",3212020,3,8557.1875
"12",3212020,4,472.6875
"13",3212030,1,221.625
"14",3212030,2,3412.9375
"15",3212030,3,2220.5625
"16",3212030,4,159.875
"17",3212040,1,184.6875
"18",3212040,2,1825.125
"19",3212040,3,3736.625
"20",3212040,4,979.5625
"21",3212041,1,66.8125
"22",3212041,2,2426.75
"23",3212041,3,1582.375
"24",3212041,4,82.8125
"25",3212050,1,235.625
"26",3212050,2,4050.875
"27",3212050,3,190.75
"28",3212050,4,76.875
"29",3212060,1,223.5625
"30",3212060,2,1589.3125
"31",3212060,3,16.375
"32",3212060,4,18.5625
"33",3212061,1,111.25
"34",3212061,2,2280.625
"35",3212061,3,45.125
"36",3212061,4,102.625
"37",3212070,1,483.5
"38",3212070,2,4884.4375
"39",3212070,3,144.9375
"40",3212070,4,74.8125
"41",3212080,1,194.5
"42",3212080,2,2807.5
"43",3212080,3,76.4375
"44",3212080,4,39.3125
"45",3212081,1,79.625
"46",3212081,2,1348.625
"47",3212081,3,10.6875
"48",3212081,4,6.375
"49",3212090,1,815.25
"50",3212090,2,2955.375
"51",3212090,3,201.375
"52",3212090,4,524.1875
"53",3212100,1,411.625
"54",3212100,2,1613.25
"55",3212100,3,71.4375
"56",3212100,4,238.625
"57",3212101,1,141.5
"58",3212101,2,1710.75
"59",3212101,3,12.6875
"60",3212101,4,28.6875
"61",3212110,1,492.25
"62",3212110,2,2944.0625
"63",3212110,3,47.375
"64",3212110,4,64.9375
"65",3212120,1,503
"66",3212120,2,3729.75
"67",3212120,3,71.0625
"68",3212120,4,117.4375
"69",3212130,1,188.4375
"70",3212130,2,2233.75
"71",3212130,3,53.9375
"72",3212130,4,26.4375
"73",3212140,1,226.0625
"74",3212140,2,684.3125
"75",3212140,3,29.125
"76",3212140,4,107.1875
"77",3212150,1,379.1875
"78",3212150,2,1565.8125
"79",3212150,3,29.9375
"80",3212150,4,107.875
"81",3212160,1,140.75
"82",3212160,2,860.625
"83",3212160,3,116.4375
"84",3212160,4,22.375
"85",3212161,1,10.375
"86",3212161,2,234.875
"87",3212161,3,90.25
"88",3212161,4,13.625
"89",3212162,1,16.3125
"90",3212162,2,499.0625
"91",3212162,3,98.25
"92",3212162,4,4.9375
"93",3212170,1,216.0625
"94",3212170,2,2042.4375
"95",3212170,3,51.875
"96",3212170,4,37.6875
"97",3212171,1,104.375
"98",3212171,2,1444.0625
"99",3212171,3,147.125
"100",3212171,4,237.5
"101",3212180,1,602.6875
"102",3212180,2,4039.5625
"103",3212180,3,149.4375
"104",3212180,4,113.9375
"105",3212190,1,1832.375
"106",3212190,2,3437.5625
"107",3212190,3,145.625
"108",3212190,4,362.4375
"109",3212200,1,1058
"110",3212200,2,2404.875
"111",3212200,3,90.875
"112",3212200,4,164.625
"113",3212210,1,1324.6875
"114",3212210,2,4694.125
"115",3212210,3,63
"116",3212210,4,169.75
"117",3212220,1,690.5
"118",3212220,2,1896
"119",3212220,3,57.8125
"120",3212220,4,280.375
"121",3212221,1,190.25
"122",3212221,2,2324.4375
"123",3212221,3,17.9375
"124",3212221,4,220.5625
"125",3213010,1,121.75
"126",3213010,2,600.75
"127",3213010,3,160.875
"128",3213010,4,727.75
"129",3213011,1,78.3125
"130",3213011,2,372.9375
"131",3213011,3,131.75
"132",3213011,4,466.1875
"133",3213020,1,20.875
"134",3213020,2,355.875
"135",3213020,3,26.25
"136",3213020,4,350.8125
"137",3213021,1,40.1875
"138",3213021,2,283.9375
"139",3213021,3,66.125
"140",3213021,4,169.375
"141",3213030,1,27.8125
"142",3213030,2,227.375
"143",3213030,3,48.625
"144",3213030,4,223
"145",3213031,1,39.625
"146",3213031,2,510.75
"147",3213031,3,114.25
"148",3213031,4,562.875
"149",3213040,1,47.25
"150",3213040,2,446.4375
"151",3213040,3,286
"152",3213040,4,401
"153",3213050,1,103.8125
"154",3213050,2,978.0625
"155",3213050,3,130.5625
"156",3213050,4,801
"157",3213060,1,225.75
"158",3213060,2,641.0625
"159",3213060,3,628.9375
"160",3213060,4,292.125
"161",3213070,1,123.25
"162",3213070,2,804
"163",3213070,3,383.9375
"164",3213070,4,475.1875
"165",3213080,1,93.125
"166",3213080,2,314.1875
"167",3213080,3,291.875
"168",3213080,4,403.6875
"169",3213081,1,81.875
"170",3213081,2,497.4375
"171",3213081,3,280
"172",3213081,4,342.75
"173",3213090,1,173.0625
"174",3213090,2,650.125
"175",3213090,3,492.1875
"176",3213090,4,359.5
"177",3213100,1,900.9375
"178",3213100,2,2590.5
"179",3213100,3,908.3125
"180",3213100,4,777.125
"181",3213110,1,420.5625
"182",3213110,2,2876.125
"183",3213110,3,2811
"184",3213110,4,742.5
"185",3213120,1,173.5625
"186",3213120,2,813.375
"187",3213120,3,726.6875
"188",3213120,4,268.9375
"189",3213130,1,218.0625
"190",3213130,2,1633.1875
"191",3213130,3,1107.875
"192",3213130,4,95.5
"193",3213140,1,335.0625
"194",3213140,2,1460.0625
"195",3213140,3,1403.0625
"196",3213140,4,168
"197",3213141,1,179.0625
"198",3213141,2,329.6875
"199",3213141,3,836.3125
"200",3213141,4,159.125
"201",3213150,1,161.125
"202",3213150,2,525.4375
"203",3213150,3,1784.375
"204",3213150,4,139.125
"205",3213160,1,647.125
"206",3213160,2,4575.8125
"207",3213160,3,54.5625
"208",3213160,4,64.1875
"209",3213170,1,574.25
"210",3213170,2,8108.75
"211",3213170,3,321.25
"212",3213170,4,19.5625
"213",3213171,1,117.0625
"214",3213171,2,713.6875
"215",3213171,3,1050.875
"216",3213171,4,56.3125
"217",3213180,1,1148.8125
"218",3213180,2,6621.25
"219",3213180,3,498.1875
"220",3213180,4,283.4375
"221",3213190,1,678.875
"222",3213190,2,5094.0625
"223",3213190,3,52.75
"224",3213190,4,96.1875
"225",3213191,1,322.125
"226",3213191,2,1311.5
"227",3213191,3,41.1875
"228",3213191,4,300.3125
"229",3213200,1,355.3125
"230",3213200,2,1960.6875
"231",3213200,3,36.625
"232",3213200,4,339.3125
"233",3213201,1,314.4375
"234",3213201,2,2502.9375
"235",3213201,3,14.125
"236",3213201,4,38.5625
"237",3213210,1,63.1875
"238",3213210,2,1008.125
"239",3213210,3,4.4375
"240",3213210,4,102.75
"241",3213220,1,638.5
"242",3213220,2,4198
"243",3213220,3,78.25
"244",3213220,4,169.0625
"245",3215010,1,135.3125
"246",3215010,2,904.8125
"247",3215010,3,614.4375
"248",3215010,4,2131.375
"249",3215011,1,21.875
"250",3215011,2,169.875
"251",3215011,3,57.25
"252",3215011,4,547.25
"253",3215020,1,86.1875
"254",3215020,2,177.8125
"255",3215020,3,52.625
"256",3215020,4,200.9375
"257",3215031,1,33.25
"258",3215031,2,341.75
"259",3215031,3,33.9375
"260",3215031,4,379.5
"261",3215032,1,274.75
"262",3215032,2,864.1875
"263",3215032,3,391.75
"264",3215032,4,1727.8125
"265",3215040,1,388.8125
"266",3215040,2,929.125
"267",3215040,3,1253.375
