"","subdistrict","code","area_ha"
"1",3212010,1,258.4375
"2",3212010,2,68.75
"3",3212010,3,1985.9375
"4",3212010,4,6203.3125
"5",3212011,1,9.0625
"6",3212011,2,12.1875
"7",3212011,3,8.125
"8",3212011,4,3402.4375
"9",3212020,1,24.625
"10",3212020,2,15.875
"11",3212020,3,5.5625
"12",3212020,4,9702.875
"13",3212030,1,760.4375
"14",3212030,2,242.1875
"15",3212030,3,1928.875
"16",3212030,4,3083.5
"17",3212040,1,1105.0625
"18",3212040,2,31.0625
"19",3212040,3,187.25
"20",3212040,4,5402.8125
"21",3212041,1,1049.125
"22",3212041,2,8.1875
"23",3212041,3,924.3125
"24",3212041,4,2177.125
"25",3212050,1,638.4375
"26",3212050,2,18.625
"27",3212050,3,3336.75
"28",3212050,4,560.3125
"29",3212060,1,24.1875
"30",3212060,2,504.25
"31",3212060,3,1266.125
"32",3212060,4,53.25
"33",3212061,1,185.5625
"34",3212061,2,1478.75
"35",3212061,3,791.0625
"36",3212061,4,84.25
"37",3212070,1,221.8125
"38",3212070,2,841.3125
"39",3212070,3,4102.25
"40",3212070,4,422.25
"41",3212080,1,297.25
"42",3212080,2,375.6875
"43",3212080,3,2183.8125
"44",3212080,4,261
"45",3212081,1,12.375
"46",3212081,2,246.6875
"47",3212081,3,1158.9375
"48",3212081,4,27.3125
"49",3212090,1,299.9375
"50",3212090,2,4090.875
"51",3212090,3,65.875
"52",3212090,4,39.5
"53",3212100,1,255.3125
"54",3212100,2,1530.25
"55",3212100,3,460.75
"56",3212100,4,88.625
"57",3212101,1,48.5625
"58",3212101,2,785.1875
"59",3212101,3,1028.125
"60",3212101,4,31.75
"61",3212110,1,269.625
"62",3212110,2,886
"63",3212110,3,2278.9375
"64",3212110,4,114.0625
"65",3212120,1,125.5625
"66",3212120,2,2196.3125
"67",3212120,3,2021.6875
"68",3212120,4,77.6875
"69",3212130,1,40.8125
"70",3212130,2,1419.8125
"71",3212130,3,908.8125
"72",3212130,4,133.125
"73",3212140,1,91.5625
"74",3212140,2,880.25
"75",3212140,3,45.5625
"76",3212140,4,29.3125
"77",3212150,1,173.375
"78",3212150,2,1209.5
"79",3212150,3,522.3125
