"","subdistrict","code","area_ha"
"1",3212010,1,6076.9375
"2",3212010,2,93.5625
"3",3212010,3,688.6875
"4",3212010,4,1657.1875
"5",3212011,1,3046.1875
"6",3212011,2,123.4375
"7",3212011,3,126.375
"8",3212011,4,135.8125
"9",3212020,1,9591.6875
"10",3212020,2,97.8125
"11",3212020,3,29
"12",3212020,4,30.375
"13",3212030,1,2864.8125
"14",3212030,2,62.375
"15",3212030,3,589.375
"16",3212030,4,2498.4375
"17",3212040,1,5085.375
"18",3212040,2,87.5
"19",3212040,3,129.9375
"20",3212040,4,1423.25
"21",3212041,1,1191.3125
"22",3212041,2,14.4375
"23",3212041,3,126.6875
"24",3212041,4,2826.3125
"25",3212050,1,304.25
"26",3212050,2,34.9375
"27",3212050,3,832
"28",3212050,4,3382.9375
"29",3212060,1,21
"30",3212060,2,232.75
"31",3212060,3,1462.6875
"32",3212060,4,131.375
"33",3212061,1,27.0625
"34",3212061,2,1430.25
"35",3212061,3,565.125
"36",3212061,4,517.1875
"37",3212070,1,208.875
"38",3212070,2,415
"39",3212070,3,1563.3125
"40",3212070,4,3400.5
"41",3212080,1,62.0625
"42",3212080,2,371.125
"43",3212080,3,1139.5
"44",3212080,4,1545.0625
"45",3212081,1,6.5625
"46",3212081,2,20
"47",3212081,3,1365.3125
"48",3212081,4,53.4375
"49",3212090,1,683.0625
"50",3212090,2,2505.4375
"51",3212090,3,887.625
"52",3212090,4,420.0625
"53",3212100,1,67.0625
"54",3212100,2,834.875
"55",3212100,3,773.8125
"56",3212100,4,659.1875
"57",3212101,1,29.5
"58",3212101,2,68.375
"59",3212101,3,1236.625
"60",3212101,4,559.125
"61",3212110,1,174.625
"62",3212110,2,72.4375
"63",3212110,3,895.625
"64",3212110,4,2405.9375
"65",3212120,1,17.875
"66",3212120,2,110.4375
"67",3212120,3,3721.9375
"68",3212120,4,570.875
"69",3212130,1,31.5625
"70",3212130,2,350.3125
"71",3212130,3,1992.9375
"72",3212130,4,127.75
"73",3212140,1,41.9375
"74",3212140,2,49.75
"75",3212140,3,871.625
"76",3212140,4,83.375
"77",3212150,1,145.4375
"78",3212150,2,391.1875
"79",3212150,3,1172.6875
"80",3212150,4,373.5
"81",3212160,1,177.125
"82",3212160,2,24.8125
"83",3212160,3,247.5
"84",3212160,4,690.75
"85",3212161,1,186.9375
"86",3212161,2,44.375
"87",3212161,3,61.3125
"88",3212161,4,56.5
"89",3212162,1,266.875
"90",3212162,2,6.3125
"91",3212162,3,75.8125
"92",3212162,4,269.5625
"93",3212170,1,39.3125
"94",3212170,2,114.5625
"95",3212170,3,1103.5
"96",3212170,4,1090.75
"97",3212171,1,125.75
"98",3212171,2,337.75
"99",3212171,3,848.875
"100",3212171,4,620.6875
"101",3212180,1,1531.375
"102",3212180,2,244.125
"103",3212180,3,1711.375
"104",3212180,4,1418.8125
"105",3212190,1,1410.375
"106",3212190,2,1887.5
"107",3212190,3,2205.25
"108",3212190,4,274.875
"109",3212200,1,59.25
"110",3212200,2,1735.75
"111",3212200,3,1738.875
"112",3212200,4,184.5
"113",3212210,1,440
"114",3212210,2,4377.0625
"115",3212210,3,1201.6875
"116",3212210,4,232.5625
"117",3212220,1,652.1875
"118",3212220,2,1418.5625
"119",3212220,3,219.875
"120",3212220,4,634.0625
"121",3212221,1,718.0625
"122",3212221,2,1453.75
"123",3212221,3,220.875
"124",3212221,4,360.5
"125",3213010,1,344.8125
"126",3213010,2,499.75
"127",3213010,3,215.3125
"128",3213010,4,550.9375
"129",3213011,1,258.3125
"130",3213011,2,269.5
"131",3213011,3,90.8125
"132",3213011,4,429.875
"133",3213020,1,120.75
"134",3213020,2,324.3125
"135",3213020,3,41.75
"136",3213020,4,266.5625
"137",3213021,1,95.625
"138",3213021,2,134.125
"139",3213021,3,96.3125
"140",3213021,4,232.875
"141",3213030,1,70.4375
"142",3213030,2,273.25
"143",3213030,3,65.625
"144",3213030,4,117.6875
"145",3213031,1,129.6875
"146",3213031,2,456
"147",3213031,3,203.8125
"148",3213031,4,438.0625
"149",3213040,1,197.1875
"150",3213040,2,494.6875
"151",3213040,3,179.0625
"152",3213040,4,309.5625
"153",3213050,1,267.1875
"154",3213050,2,692.0625
"155",3213050,3,191.9375
"156",3213050,4,862.1875
"157",3213060,1,808.75
"158",3213060,2,176.9375
"159",3213060,3,136.8125
"160",3213060,4,665.4375
"161",3213070,1,161.875
"162",3213070,2,293.8125
"163",3213070,3,168.0625
"164",3213070,4,1162.8125
"165",3213080,1,420.5625
"166",3213080,2,228.3125
"167",3213080,3,88.3125
"168",3213080,4,365.5625
"169",3213081,1,292.9375
"170",3213081,2,370.25
"171",3213081,3,68.1875
"172",3213081,4,470.5
"173",3213090,1,800.6875
"174",3213090,2,267.9375
"175",3213090,3,82.3125
"176",3213090,4,523.125
"177",3213100,1,1751.8125
"178",3213100,2,359.375
"179",3213100,3,401.1875
"180",3213100,4,2664.9375
"181",3213110,1,569.625
"182",3213110,2,475.8125
"183",3213110,3,2883.625
"184",3213110,4,2922.375
"185",3213120,1,308.3125
"186",3213120,2,286
"187",3213120,3,383
"188",3213120,4,1006.375
"189",3213130,1,1018.375
"190",3213130,2,527.8125
"191",3213130,3,372.6875
"192",3213130,4,1135.5
"193",3213140,1,821.25
"194",3213140,2,161.75
"195",3213140,3,363.625
"196",3213140,4,2019.6875
"197",3213141,1,317.5625
"198",3213141,2,87.4375
"199",3213141,3,130.5625
"200",3213141,4,968.6875
"201",3213150,1,1919.25
"202",3213150,2,89.875
"203",3213150,3,128.9375
"204",3213150,4,471.8125
"205",3213160,1,518.625
"206",3213160,2,3651.0625
"207",3213160,3,939.4375
"208",3213160,4,232.8125
"209",3213170,1,292.8125
"210",3213170,2,6975.4375
"211",3213170,3,1599.4375
"212",3213170,4,156.1875
"213",3213171,1,84.75
"214",3213171,2,37.4375
"215",3213171,3,1215.25
"216",3213171,4,601
"217",3213180,1,427.6875
"218",3213180,2,4572.5
"219",3213180,3,2909.6875
"220",3213180,4,642.1875
"221",3213190,1,425.0625
"222",3213190,2,5142.375
"223",3213190,3,203.4375
"224",3213190,4,150.375
"225",3213191,1,296.0625
"226",3213191,2,1146.5
"227",3213191,3,428.875
"228",3213191,4,103.625
"229",3213200,1,776.5
"230",3213200,2,898.3125
"231",3213200,3,458.9375
