"","subdistrict","code","area_ha"
"1",3212010,1,7192.25
"2",3212010,2,239.4375
"3",3212010,3,339.5
"4",3212010,4,745.1875
"5",3212011,1,2964.75
"6",3212011,2,175
"7",3212011,3,115.625
"8",3212011,4,176.3125
"9",3212020,1,9093.25
"10",3212020,2,506
"11",3212020,3,81.75
"12",3212020,4,67.75
"13",3212030,1,3003.1875
"14",3212030,2,84.3125
"15",3212030,3,251.5
"16",3212030,4,2676
"17",3212040,1,5561.875
"18",3212040,2,119
"19",3212040,3,63.8125
"20",3212040,4,981.25
"21",3212041,1,1732
"22",3212041,2,52.5625
"23",3212041,3,171
"24",3212041,4,2203.1875
"25",3212050,1,964.25
"26",3212050,2,41.9375
"27",3212050,3,1106.6875
"28",3212050,4,2441.25
"29",3212060,1,36.1875
"30",3212060,2,33.8125
"31",3212060,3,1143.4375
"32",3212060,4,634.375
"33",3212061,1,86.5625
"34",3212061,2,561.375
"35",3212061,3,1363.0625
"36",3212061,4,528.625
"37",3212070,1,801.0625
"38",3212070,2,234.5625
"39",3212070,3,1480.5
"40",3212070,4,3070.875
"41",3212080,1,456.5
"42",3212080,2,78.4375
"43",3212080,3,1019.9375
"44",3212080,4,1562.875
"45",3212081,1,17.5
"46",3212081,2,8.625
"47",3212081,3,944.875
"48",3212081,4,474.3125
"49",3212090,1,824.4375
"50",3212090,2,2214.125
"51",3212090,3,1147.6875
"52",3212090,4,309.9375
"53",3212100,1,179.125
"54",3212100,2,413.375
"55",3212100,3,1041.125
"56",3212100,4,701.3125
"57",3212101,1,89.875
"58",3212101,2,43.6875
"59",3212101,3,946.1875
"60",3212101,4,813.875
"61",3212110,1,1371.8125
"62",3212110,2,187.875
"63",3212110,3,374.3125
"64",3212110,4,1614.625
"65",3212120,1,94.75
"66",3212120,2,51
"67",3212120,3,2249.0625
"68",3212120,4,2026.3125
"69",3212130,1,64.25
"70",3212130,2,75.9375
"71",3212130,3,1819.0625
"72",3212130,4,543.3125
"73",3212140,1,144
"74",3212140,2,38.8125
"75",3212140,3,444.4375
"76",3212140,4,419.4375
"77",3212150,1,276.3125
"78",3212150,2,142.625
"79",3212150,3,1026.5
"80",3212150,4,637.375
"81",3212160,1,469.75
"82",3212160,2,42.0625
"83",3212160,3,73.0625
"84",3212160,4,555.3125
"85",3212161,1,318.4375
"86",3212161,2,14.75
"87",3212161,3,9.25
"88",3212161,4,6.6875
"89",3212162,1,418.0625
"90",3212162,2,43.1875
"91",3212162,3,11.75
"92",3212162,4,145.5625
"93",3212170,1,166.0625
"94",3212170,2,125.8125
"95",3212170,3,550.375
"96",3212170,4,1505.8125
"97",3212171,1,249.25
"98",3212171,2,187.0625
"99",3212171,3,603.0625
"100",3212171,4,893.6875
"101",3212180,1,1567.8125
"102",3212180,2,153.5625
"103",3212180,3,721.1875
"104",3212180,4,2463.125
"105",3212190,1,1657.375
"106",3212190,2,1675.375
"107",3212190,3,1458.25
"108",3212190,4,987
"109",3212200,1,179.375
"110",3212200,2,1237.125
"111",3212200,3,1652.4375
"112",3212200,4,649.4375
"113",3212210,1,473.1875
"114",3212210,2,4408.8125
"115",3212210,3,833.9375
"116",3212210,4,535.375
"117",3212220,1,512.75
"118",3212220,2,1453.4375
"119",3212220,3,289.625
"120",3212220,4,668.875
"121",3212221,1,561.6875
"122",3212221,2,1304.125
"123",3212221,3,309
"124",3212221,4,578.375
"125",3213010,1,370.75
"126",3213010,2,443.75
"127",3213010,3,227.25
"128",3213010,4,569
"129",3213011,1,374.4375
"130",3213011,2,245.375
"131",3213011,3,100.9375
"132",3213011,4,327.9375
"133",3213020,1,122.3125
"134",3213020,2,278
"135",3213020,3,39.5
"136",3213020,4,313.5625
"137",3213021,1,132.1875
"138",3213021,2,129.0625
"139",3213021,3,71.875
"140",3213021,4,225.875
"141",3213030,1,87.6875
"142",3213030,2,254.5
"143",3213030,3,70.125
"144",3213030,4,114.8125
"145",3213031,1,225.0625
"146",3213031,2,429.625
"147",3213031,3,183.125
"148",3213031,4,389.375
"149",3213040,1,322.75
"150",3213040,2,433.0625
"151",3213040,3,191.5
"152",3213040,4,233
"153",3213050,1,551.9375
"154",3213050,2,774.8125
"155",3213050,3,184.6875
"156",3213050,4,501.75
"157",3213060,1,1152.1875
"158",3213060,2,170
"159",3213060,3,86.25
"160",3213060,4,380.75
"161",3213070,1,517.8125
"162",3213070,2,296.0625
