"","subdistrict","code","area_ha"
"1",3212010,1,1222.75
"2",3212010,2,5595.8125
"3",3212010,3,738.1875
"4",3212010,4,959.625
"5",3212011,1,664.5625
"6",3212011,2,1584.5
"7",3212011,3,472.4375
"8",3212011,4,710.25
"9",3212020,1,1554.125
"10",3212020,2,6982.6875
"11",3212020,3,542.375
"12",3212020,4,669.4375
"13",3212030,1,118
"14",3212030,2,3998.625
"15",3212030,3,16.4375
"16",3212030,4,1881.9375
"17",3212040,1,286
"18",3212040,2,4212.25
"19",3212040,3,129.3125
"20",3212040,4,2098.4375
"21",3212041,1,24.8125
"22",3212041,2,3413.25
"23",3212041,3,6.75
"24",3212041,4,713.9375
"25",3212050,1,10.0625
"26",3212050,2,2529.3125
"27",3212050,3,1.9375
"28",3212050,4,2012.8125
"29",3212060,1,68.5625
"30",3212060,2,584.875
"31",3212060,3,1073.8125
"32",3212060,4,120.5625
"33",3212061,1,102.5
"34",3212061,2,2224.5625
"35",3212061,3,167.6875
"36",3212061,4,44.875
"37",3212070,1,301.25
"38",3212070,2,3998.25
"39",3212070,3,468.375
"40",3212070,4,819.75
"41",3212080,1,20.375
"42",3212080,2,1132.375
"43",3212080,3,55.3125
"44",3212080,4,1909.6875
"45",3212081,1,1.125
"46",3212081,2,971.5625
"47",3212081,3,1.1875
"48",3212081,4,471.4375
"49",3212090,1,306.75
"50",3212090,2,150
"51",3212090,3,1819.625
"52",3212090,4,2219.8125
"53",3212100,1,171.25
"54",3212100,2,250.75
"55",3212100,3,221.5
"56",3212100,4,1691.4375
"57",3212101,1,32.9375
"58",3212101,2,269
"59",3212101,3,162.625
"60",3212101,4,1429.0625
"61",3212110,1,120.25
"62",3212110,2,755.75
"63",3212110,3,12.75
"64",3212110,4,2659.9375
"65",3212120,1,12.4375
"66",3212120,2,881.125
"67",3212120,3,2.125
"68",3212120,4,3525.4375
"69",3212130,1,13.3125
"70",3212130,2,708.5625
"71",3212130,3,7.125
"72",3212130,4,1773.5625
"73",3212140,1,3.8125
"74",3212140,2,29
"75",3212140,3,15.75
"76",3212140,4,998.125
"77",3212150,1,44.4375
"78",3212150,2,692.9375
"79",3212150,3,149.9375
"80",3212150,4,1195.5
"81",3212160,1,12.6875
"82",3212160,2,1092.375
"83",3212160,3,6.4375
"84",3212160,4,28.6875
"85",3212161,1,0.5
"86",3212161,2,309.125
"87",3212161,3,0.375
"88",3212161,4,39.125
"89",3212162,1,2
"90",3212162,2,377.375
"91",3212162,3,1.25
"92",3212162,4,237.9375
"93",3212170,1,21.4375
"94",3212170,2,896.4375
"95",3212170,3,32.875
"96",3212170,4,1397.375
"97",3212171,1,24.5625
"98",3212171,2,510.3125
"99",3212171,3,76.6875
"100",3212171,4,1321.5
"101",3212180,1,123.125
"102",3212180,2,322.0625
"103",3212180,3,204.0625
"104",3212180,4,4256.4375
"105",3212190,1,164.5
"106",3212190,2,1247.625
"107",3212190,3,721.625
"108",3212190,4,3644.25
"109",3212200,1,13.5625
"110",3212200,2,1365.9375
"111",3212200,3,62.5
"112",3212200,4,2276.375
"113",3212210,1,94
"114",3212210,2,830.4375
"115",3212210,3,545.8125
"116",3212210,4,4781.125
"117",3212220,1,67.875
"118",3212220,2,139.5625
"119",3212220,3,687.5625
