"","subdistrict","code","area_ha"
"1",3215010,1,49.5
"2",3215010,2,883.625
"3",3215010,3,92
"4",3215010,4,2752.125
"5",3215011,1,18.8125
"6",3215011,2,194.4375
"7",3215011,3,19.875
"8",3215011,4,558.75
"9",3215020,1,15.375
"10",3215020,2,336.125
"11",3215020,3,16.8125
"12",3215020,4,147.25
"13",3215031,1,13.4375
"14",3215031,2,293.25
"15",3215031,3,23.625
"16",3215031,4,455.0625
"17",3215032,1,386.4375
"18",3215032,2,2000.5625
"19",3215032,3,88.5
"20",3215032,4,773.0625
"21",3215040,1,213.1875
"22",3215040,2,1601.75
"23",3215040,3,203.0625
"24",3215040,4,2121.9375
"25",3215050,1,13.25
"26",3215050,2,126.375
"27",3215050,3,18.25
"28",3215050,4,280.5625
"29",3215051,1,86.3125
"30",3215051,2,366.25
"31",3215051,3,50.5
"32",3215051,4,509.625
"33",3215060,1,227.375
"34",3215060,2,244.375
"35",3215060,3,311.375
"36",3215060,4,3823.5625
"37",3215070,1,36.9375
"38",3215070,2,73.5
"39",3215070,3,16.625
"40",3215070,4,266.6875
"41",3215071,1,208.625
"42",3215071,2,118.1875
"43",3215071,3,84.6875
"44",3215071,4,331.25
"45",3215072,1,90.4375
"46",3215072,2,49.5
"47",3215072,3,74.6875
"48",3215072,4,1871
"49",3215081,1,72.625
"50",3215081,2,1082.5625
"51",3215081,3,159.375
"52",3215081,4,40.875
"53",3215082,1,289.25
"54",3215082,2,3363.625
"55",3215082,3,260.375
"56",3215082,4,309.3125
"57",3215090,1,537.5
"58",3215090,2,1166.9375
"59",3215090,3,465.6875
"60",3215090,4,1770.5
"61",3215100,1,557.625
"62",3215100,2,1011.1875
"63",3215100,3,731
"64",3215100,4,1744.8125
"65",3215111,1,268.5
"66",3215111,2,461.5625
"67",3215111,3,150
"68",3215111,4,945.25
"69",3215112,1,492.6875
"70",3215112,2,738.3125
"71",3215112,3,164.75
"72",3215112,4,1267.6875
"73",3215113,1,4.1875
"74",3215113,2,31.3125
"75",3215113,3,5.375
"76",3215113,4,39
"77",3215120,1,249.5625
"78",3215120,2,455.4375
"79",3215120,3,794.4375
"80",3215120,4,2262.75
"81",3215130,1,633.6875
"82",3215130,2,7467.125
"83",3215130,3,459.6875
"84",3215130,4,89.0625
"85",3215140,1,485
"86",3215140,2,1654.375
"87",3215140,3,2128.25
"88",3215140,4,737.5
"89",3215150,1,148.5
"90",3215150,2,3254.875
"91",3215150,3,42.375
"92",3215150,4,61.3125
"93",3215151,1,77.25
"94",3215151,2,728.875
"95",3215151,3,415.4375
"96",3215151,4,130
"97",3215160,1,107.375
"98",3215160,2,4072.8125
"99",3215160,3,98.3125
"100",3215160,4,29
"101",3215161,1,110.875
"102",3215161,2,3687.25
"103",3215161,3,189.9375
"104",3215161,4,45.9375
"105",3215170,1,305.75
"106",3215170,2,3991.8125
"107",3215170,3,338
"108",3215170,4,61.75
"109",3215180,1,363.75
"110",3215180,2,3976.4375
"111",3215180,3,533.5
"112",3215180,4,92.75
"113",3215190,1,275.3125
"114",3215190,2,3889.75
"115",3215190,3,566.5
"116",3215190,4,57.875
"117",3215200,1,177.6875
"118",3215200,2,1909.6875
"119",3215200,3,769.0625
"120",3215200,4,88.375
