"","subdistrict","code","area_ha"
"1",3212010,1,795.0625
"2",3212010,2,5193.625
"3",3212010,3,1495.5625
"4",3212010,4,1032.125
"5",3212011,1,497.125
"6",3212011,2,1133.875
"7",3212011,3,584.5
"8",3212011,4,1216.125
"9",3212020,1,1327.625
"10",3212020,2,6156.75
"11",3212020,3,1258.0625
"12",3212020,4,1006.1875
"13",3212030,1,308.375
"14",3212030,2,5220.75
"15",3212030,3,38.625
"16",3212030,4,447.25
"17",3212040,1,912
"18",3212040,2,5196.5625
"19",3212040,3,136.4375
"20",3212040,4,480.9375
"21",3212041,1,303.1875
"22",3212041,2,3736.6875
"23",3212041,3,20.3125
"24",3212041,4,98.5625
"25",3212050,1,33.625
"26",3212050,2,4297.875
"27",3212050,3,5.4375
"28",3212050,4,217.1875
"29",3212060,1,193.625
"30",3212060,2,628.6875
"31",3212060,3,690.9375
"32",3212060,4,334.5625
"33",3212061,1,224.1875
"34",3212061,2,2174.8125
"35",3212061,3,76.875
"36",3212061,4,63.75
"37",3212070,1,410.875
"38",3212070,2,4668.8125
"39",3212070,3,337.3125
"40",3212070,4,170.625
"41",3212080,1,79.5625
"42",3212080,2,2101.375
"43",3212080,3,21.875
"44",3212080,4,914.9375
"45",3212081,1,6.1875
"46",3212081,2,1235.5
"47",3212081,3,2.25
"48",3212081,4,201.375
"49",3212090,1,401.0625
"50",3212090,2,139.875
"51",3212090,3,193.875
"52",3212090,4,3761.375
"53",3212100,1,196.625
"54",3212100,2,615.6875
"55",3212100,3,40.4375
"56",3212100,4,1482.1875
"57",3212101,1,126.875
"58",3212101,2,771.8125
"59",3212101,3,36.25
"60",3212101,4,958.6875
"61",3212110,1,135.8125
"62",3212110,2,2700.75
"63",3212110,3,3.25
"64",3212110,4,708.8125
"65",3212120,1,81.4375
"66",3212120,2,2803.25
"67",3212120,3,21.875
"68",3212120,4,1514.6875
"69",3212130,1,25
"70",3212130,2,2005.375
"71",3212130,3,14.9375
"72",3212130,4,457.25
"73",3212140,1,25.375
"74",3212140,2,213.6875
"75",3212140,3,2.8125
"76",3212140,4,804.8125
"77",3212150,1,80.6875
"78",3212150,2,1119.5
"79",3212150,3,23.6875
"80",3212150,4,858.9375
"81",3212160,1,58.875
"82",3212160,2,1061.8125
"83",3212160,3,16.4375
"84",3212160,4,3.0625
"85",3212161,1,1.125
"86",3212161,2,330.9375
"87",3212161,3,15.5
"88",3212161,4,1.5625
"89",3212162,1,5.5625
"90",3212162,2,607.6875
"91",3212162,3,1.4375
"92",3212162,4,3.875
"93",3212170,1,35.3125
"94",3212170,2,2184.0625
"95",3212170,3,5.3125
"96",3212170,4,123.4375
"97",3212171,1,55.375
"98",3212171,2,1345.1875
"99",3212171,3,17.75
"100",3212171,4,514.75
"101",3212180,1,196.0625
"102",3212180,2,1641.9375
"103",3212180,3,26.3125
"104",3212180,4,3041.3125
"105",3212190,1,268.6875
"106",3212190,2,2733.5
"107",3212190,3,90.1875
"108",3212190,4,2685.625
"109",3212200,1,50.5
"110",3212200,2,2063.75
"111",3212200,3,16.625
"112",3212200,4,1587.5
"113",3212210,1,150.375
"114",3212210,2,1685.0625
"115",3212210,3,28.25
"116",3212210,4,4387.6875
"117",3212220,1,198.0625
"118",3212220,2,143.5
