"","subdistrict","code","area_ha"
"1",3212010,1,732.875
"2",3212010,2,396.625
"3",3212010,3,392.8125
"4",3212010,4,6994.125
"5",3212011,1,237.25
"6",3212011,2,229.375
"7",3212011,3,29.3125
"8",3212011,4,2935.75
"9",3212020,1,1014
"10",3212020,2,94.75
"11",3212020,3,79.9375
"12",3212020,4,8560.125
"13",3212030,1,1961.375
"14",3212030,2,265.375
"15",3212030,3,1510.1875
"16",3212030,4,2277.9375
"17",3212040,1,2237.125
"18",3212040,2,268.25
"19",3212040,3,434.375
"20",3212040,4,3786.125
"21",3212041,1,1240.125
"22",3212041,2,54.5
"23",3212041,3,536.875
"24",3212041,4,2327.25
"25",3212050,1,814.875
"26",3212050,2,44.25
"27",3212050,3,2386.9375
"28",3212050,4,1308.0625
"29",3212060,1,53.75
"30",3212060,2,1316
"31",3212060,3,41.125
"32",3212060,4,436.9375
"33",3212061,1,39.875
"34",3212061,2,256.25
"35",3212061,3,5.5
"36",3212061,4,2238
"37",3212070,1,579
"38",3212070,2,1036.1875
"39",3212070,3,670.875
"40",3212070,4,3301.625
"41",3212080,1,149.625
"42",3212080,2,289.75
"43",3212080,3,1744.5625
"44",3212080,4,933.8125
"45",3212081,1,148.25
"46",3212081,2,4.5
"47",3212081,3,594.5625
"48",3212081,4,698
"49",3212090,1,183.1875
"50",3212090,2,4224.125
"51",3212090,3,43.5625
"52",3212090,4,45.375
"53",3212100,1,185.25
"54",3212100,2,1037.8125
"55",3212100,3,863.75
"56",3212100,4,248.125
"57",3212101,1,219.0625
"58",3212101,2,196
"59",3212101,3,1064.125
"60",3212101,4,414.4375
"61",3212110,1,263.375
"62",3212110,2,354.5
"63",3212110,3,2793.4375
"64",3212110,4,137.3125
"65",3212120,1,170.8125
"66",3212120,2,1278.375
"67",3212120,3,2638.75
"68",3212120,4,333.1875
"69",3212130,1,76.375
"70",3212130,2,415.5
"71",3212130,3,1762.4375
"72",3212130,4,248.25
"73",3212140,1,48.875
"74",3212140,2,749
"75",3212140,3,237.375
"76",3212140,4,11.4375
"77",3212150,1,155.375
"78",3212150,2,895.5625
"79",3212150,3,586.6875
"80",3212150,4,445.1875
"81",3212160,1,204.6875
"82",3212160,2,27.1875
"83",3212160,3,256.8125
"84",3212160,4,651.5
"85",3212161,1,41.5
"86",3212161,2,8.25
"87",3212161,3,177.3125
"88",3212161,4,122.0625
"89",3212162,1,58.6875
"90",3212162,2,28.25
"91",3212162,3,486.125
"92",3212162,4,45.5
"93",3212170,1,178.5
"94",3212170,2,249.125
"95",3212170,3,1783.625
"96",3212170,4,136.8125
"97",3212171,1,84.5
"98",3212171,2,768
"99",3212171,3,858.5
"100",3212171,4,222.0625
"101",3212180,1,717.9375
"102",3212180,2,691.75
"103",3212180,3,3391.125
"104",3212180,4,104.875
"105",3212190,1,721.5
"106",3212190,2,2633.8125
"107",3212190,3,1785.4375
"108",3212190,4,637.25
"109",3212200,1,416.625
"110",3212200,2,952.75
"111",3212200,3,989.3125
"112",3212200,4,1359.6875
"113",3212210,1,569.6875
"114",3212210,2,3123
"115",3212210,3,1826.375
"116",3212210,4,732.25
"117",3212220,1,345.1875
"118",3212220,2,2444.5
"119",3212220,3,82.6875
"120",3212220,4,52.3125
"121",3212221,1,332.5625
"122",3212221,2,2390.875
"123",3212221,3,8.8125
"124",3212221,4,20.9375
"125",3213010,1,211.5
"126",3213010,2,578.375
"127",3213010,3,227.3125
"128",3213010,4,593.625
"129",3213011,1,113
"130",3213011,2,289.6875
"131",3213011,3,89.5
"132",3213011,4,556.9375
"133",3213020,1,69.8125
"134",3213020,2,369.9375
"135",3213020,3,25.9375
"136",3213020,4,288.125
"137",3213021,1,88.125
"138",3213021,2,172.25
"139",3213021,3,62.8125
"140",3213021,4,236.0625
"141",3213030,1,34.125
"142",3213030,2,194.3125
"143",3213030,3,45.4375
"144",3213030,4,252.8125
"145",3213031,1,105.5
"146",3213031,2,516.625
"147",3213031,3,256.8125
"148",3213031,4,348.625
"149",3213040,1,69
"150",3213040,2,310.8125
"151",3213040,3,277.125
"152",3213040,4,523.5625
"153",3213050,1,220.6875
"154",3213050,2,906.9375
"155",3213050,3,210.4375
"156",3213050,4,675.1875
"157",3213060,1,215.9375
"158",3213060,2,546.6875
"159",3213060,3,211.5625
"160",3213060,4,814.25
"161",3213070,1,178.875
"162",3213070,2,564.4375
"163",3213070,3,280.0625
"164",3213070,4,762.75
"165",3213080,1,110.75
"166",3213080,2,223.75
"167",3213080,3,245.625
"168",3213080,4,523
"169",3213081,1,121.6875
"170",3213081,2,605.1875
"171",3213081,3,175.4375
"172",3213081,4,299.5
"173",3213090,1,241.8125
"174",3213090,2,473.4375
"175",3213090,3,279.125
"176",3213090,4,680.3125
"177",3213100,1,665.1875
"178",3213100,2,842.625
"179",3213100,3,291.625
"180",3213100,4,3379.8125
"181",3213110,1,466
"182",3213110,2,125.875
"183",3213110,3,1045.875
"184",3213110,4,5214.5
"185",3213120,1,318.25
"186",3213120,2,497.4375
"187",3213120,3,227
"188",3213120,4,940.6875
"189",3213130,1,356
"190",3213130,2,609
"191",3213130,3,478.0625
"192",3213130,4,1611.6875
"193",3213140,1,498.125
"194",3213140,2,839.625
"195",3213140,3,226.4375
"196",3213140,4,1801.5625
"197",3213141,1,231.5625
"198",3213141,2,510
"199",3213141,3,116.875
"200",3213141,4,645.875
"201",3213150,1,185.6875
"202",3213150,2,546.375
"203",3213150,3,409.4375
"204",3213150,4,1469
"205",3213160,1,448.4375
"206",3213160,2,3131.375
"207",3213160,3,1314.5
"208",3213160,4,447.6875
"209",3213170,1,817.3125
"210",3213170,2,4549.625
"211",3213170,3,2896.125
"212",3213170,4,760.375
"213",3213171,1,355.25
"214",3213171,2,55.75
"215",3213171,3,140.1875
"216",3213171,4,1387.6875
"217",3213180,1,610.5
"218",3213180,2,1772.6875
"219",3213180,3,4770.1875
"220",3213180,4,1398.9375
"221",3213190,1,606.8125
"222",3213190,2,4655.875
"223",3213190,3,629.75
"224",3213190,4,28.375
"225",3213191,1,327.25
"226",3213191,2,1555.0625
"227",3213191,3,48.875
"228",3213191,4,43.75
"229",3213200,1,335.0625
"230",3213200,2,2334.375
"231",3213200,3,6.375
"232",3213200,4,15.75
"233",3213201,1,91.0625
"234",3213201,2,2760.5
"235",3213201,3,10.375
"236",3213201,4,7.4375
"237",3213210,1,144.0625
"238",3213210,2,1013.875
"239",3213210,3,12.9375
"240",3213210,4,7.375
"241",3213220,1,170.8125
"242",3213220,2,3579
"243",3213220,3,1257.875
"244",3213220,4,76.25
"245",3215010,1,74
"246",3215010,2,352.75
"247",3215010,3,151.9375
"248",3215010,4,1127.9375
"249",3215011,1,4.5
"250",3215011,2,57.5625
"251",3215011,3,1.9375
"252",3215011,4,336.375
"253",3215020,1,46.875
"254",3215020,2,134.0625
"255",3215020,3,29.5
"256",3215020,4,307.125
"257",3215031,1,16
"258",3215031,2,82.5625
"259",3215031,3,4.125
"260",3215031,4,165.9375
"261",3215032,1,185.5625
"262",3215032,2,642.8125
"263",3215032,3,323.5
"264",3215032,4,658.0625
"265",3215040,1,271.625
"266",3215040,2,635.0625
"267",3215040,3,139
"268",3215040,4,3100.3125
"269",3215050,1,20.75
"270",3215050,2,39.0625
"271",3215050,3,3.5625
"272",3215050,4,372.3125
"273",3215051,1,95.3125
"274",3215051,2,50.125
"275",3215051,3,67.3125
"276",3215051,4,799.1875
"277",3215060,1,133.1875
"278",3215060,2,32.125
"279",3215060,3,426.625
"280",3215060,4,4028
"281",3215070,1,33.125
"282",3215070,2,20.3125
"283",3215070,3,14.375
"284",3215070,4,1191.5
"285",3215071,1,200.75
"286",3215071,2,2553.0625
"287",3215071,3,1068.9375
"288",3215071,4,296.25
"289",3215072,1,438.1875
"290",3215072,2,184.3125
"291",3215072,3,1098.25
"292",3215072,4,1350.625
"293",3215081,1,265.25
"294",3215081,2,5455.0625
"295",3215081,3,122.3125
"296",3215081,4,94.3125
"297",3215082,1,193.1875
"298",3215082,2,3828
"299",3215082,3,293.3125
"300",3215082,4,19.9375
"301",3215090,1,88
"302",3215090,2,1626.375
"303",3215090,3,758.125
"304",3215090,4,1473.5625
"305",3215100,1,173.4375
"306",3215100,2,1829.875
"307",3215100,3,1252.625
"308",3215100,4,802.625
"309",3215111,1,22.75
"310",3215111,2,12
"311",3215111,3,2.375
"312",3215111,4,1790.4375
"313",3215112,1,27.5
"314",3215112,2,185.8125
"315",3215112,3,66.6875
"316",3215112,4,2371.1875
"317",3215113,1,0.1875
"318",3215113,2,2.3125
"319",3215113,4,72.5
"320",3215120,1,165.0625
"321",3215120,2,353.5625
"322",3215120,3,1132.375
"323",3215120,4,2138.0625
"324",3215130,1,1142.125
"325",3215130,2,6983.375
"326",3215130,3,309.6875
"327",3215130,4,339.9375
"328",3215140,1,365.9375
"329",3215140,2,1711.125
"330",3215140,3,1039.875
"331",3215140,4,1985.5625
"332",3215150,1,369.875
"333",3215150,2,628.125
"334",3215150,3,66.625
"335",3215150,4,77
"336",3215151,1,295.1875
"337",3215151,2,847.5625
"338",3215151,3,104.875
"339",3215151,4,98.5625
"340",3215160,1,1479.125
"341",3215160,2,2321.1875
"342",3215160,3,146.4375
"343",3215160,4,375.6875
"344",3215161,1,949.25
"345",3215161,2,2778.4375
"346",3215161,3,96.25
"347",3215161,4,218.5625
"348",3215170,1,220.4375
"349",3215170,2,3430.4375
"350",3215170,3,27.1875
"351",3215170,4,65.875
