"","code","area_ha"
"1","1",13395
"2","2",138
"3","3",2431
"4","4",5081
"5","10",114782
"6","27",32
"7","59",285
"8","91",3
"9","123",1257
"10","155",4
"11","187",49
"12","249",2151
"13","251",100420
