"","subdistrict","code","area_ha"
"1",3212010,1,1227.125
"2",3212010,2,3045.8125
"3",3212010,3,106.5
"4",3212010,4,8
"5",3212011,1,4462.9375
"6",3212011,2,3122.4375
"7",3212011,3,419.4375
"8",3212011,4,11.1875
"9",3212020,1,3098.6875
"10",3212020,2,6572.8125
"11",3212020,3,351.25
"12",3212020,4,15.75
"13",3212030,1,2590.375
"14",3212030,2,3567.4375
"15",3212030,3,68.8125
"16",3212030,4,6.375
"17",3212040,1,1196.5625
"18",3212040,2,2793.5625
"19",3212040,3,108
"20",3212040,4,1.75
"21",3212041,1,2248.0625
"22",3212041,2,4884.75
"23",3212041,3,99.5625
"24",3212041,4,8.875
"25",3212050,1,895.5625
"26",3212050,2,3716.0625
"27",3212050,3,84.625
"28",3212050,4,2.3125
"29",3212060,1,511.5
"30",3212060,2,3069.375
"31",3212060,3,5.375
"32",3212060,4,8.8125
"33",3212061,1,656.25
"34",3212061,2,2987.6875
"35",3212061,3,18.5625
"36",3212061,4,19.125
"37",3212070,1,454.6875
"38",3212070,2,2515.75
"39",3212070,3,42.8125
"40",3212080,1,591.5
"41",3212080,2,1872.625
"42",3212080,3,15.5
"43",3212080,4,0.5625
"44",3212081,1,400.4375
"45",3212081,2,1831.875
"46",3212081,3,6.6875
"47",3212090,1,2390.6875
"48",3212090,2,1936.0625
"49",3212090,3,252.3125
"50",3212090,4,30.0625
"51",3212100,1,1369.75
"52",3212100,2,673.25
"53",3212100,3,11.875
"54",3212100,4,1
"55",3212101,1,526.125
"56",3212101,2,1765.5625
"57",3212101,3,0.9375
"58",3212110,1,1522.5
"59",3212110,2,2151.375
"60",3212110,3,6.75
"61",3212110,4,1
"62",3212120,1,1513.9375
"63",3212120,2,3055.9375
"64",3212120,3,24.6875
"65",3212120,4,3.25
"66",3212130,1,535.6875
"67",3212130,2,2037.8125
"68",3212130,3,23.3125
"69",3212130,4,2.375
"70",3212140,1,327.8125
"71",3212140,2,720.125
"72",3212140,3,32.1875
"73",3212140,4,1
"74",3212150,1,614.125
"75",3212150,2,1014.75
"76",3212150,3,62.375
"77",3212150,4,12.1875
"78",3212160,1,387.625
"79",3212160,2,957.9375
"80",3212160,3,24.875
"81",3212160,4,1.125
"82",3212161,1,146.6875
"83",3212161,2,540.125
"84",3212161,3,5.5625
"85",3212161,4,0.1875
"86",3212162,1,138.375
"87",3212162,2,451.75
"88",3212162,3,3.1875
"89",3212162,4,0.75
"90",3212170,1,322.5625
"91",3212170,2,2138.5625
"92",3212170,3,4.75
"93",3212170,4,1.125
"94",3212171,1,221.3125
"95",3212171,2,1713.9375
"96",3212171,3,12.25
"97",3212171,4,2.4375
"98",3212180,1,1427.125
"99",3212180,2,3198.6875
"100",3212180,3,411.875
"101",3212180,4,18.125
"102",3212190,1,2076.5625
"103",3212190,2,3339.0625
"104",3212190,3,469.25
"105",3212190,4,50.5625
"106",3212200,1,878.3125
"107",3212200,2,2922.375
