"","subdistrict","code","area_ha"
"1",3212010,1,1939.25
"2",3212010,2,174
"3",3212010,3,2226.5625
"4",3212010,4,45.875
"5",3212011,1,7191.0625
"6",3212011,2,7.4375
"7",3212011,3,656.375
"8",3212011,4,154.9375
"9",3212020,1,9839.4375
"10",3212020,2,1.625
"11",3212020,3,121.75
"12",3212020,4,76.125
"13",3212030,1,2889.25
"14",3212030,2,301.0625
"15",3212030,3,2900.1875
"16",3212030,4,142.0625
"17",3212040,1,2126.1875
"18",3212040,2,9.25
"19",3212040,3,1889.1875
"20",3212040,4,69.8125
"21",3212041,1,5490.75
"22",3212041,2,12.6875
"23",3212041,3,1652.5625
"24",3212041,4,82.75
"25",3212050,1,664.9375
"26",3212050,2,403.4375
"27",3212050,3,3527.4375
"28",3212050,4,101.3125
"29",3212060,1,1233.0625
"30",3212060,2,1008.75
"31",3212060,3,1326.5
"32",3212060,4,24.75
"33",3212061,1,1233.5625
"34",3212061,2,1207.5625
"35",3212061,3,1219.125
"36",3212061,4,15.875
"37",3212070,1,433.8125
"38",3212070,2,457.4375
"39",3212070,3,2083
"40",3212070,4,38.625
"41",3212080,1,600.375
"42",3212080,2,1244.0625
"43",3212080,3,625.625
"44",3212080,4,8.1875
"45",3212081,1,281.6875
"46",3212081,2,104.5
"47",3212081,3,1741.125
"48",3212081,4,108.875
"49",3212090,1,2290.0625
"50",3212090,2,1080.25
"51",3212090,3,1230.25
"52",3212090,4,7.75
"53",3212100,1,978.1875
"54",3212100,2,750.5
"55",3212100,3,319.8125
"56",3212100,4,6.1875
"57",3212101,1,904.625
"58",3212101,2,1016.25
"59",3212101,3,367.1875
"60",3212101,4,3
"61",3212110,1,843.5625
"62",3212110,2,1437.75
"63",3212110,3,1381.9375
"64",3212110,4,17.6875
"65",3212120,1,1650.625
"66",3212120,2,1957.75
"67",3212120,3,972.75
"68",3212120,4,14.9375
"69",3212130,1,1111.25
"70",3212130,2,971.875
"71",3212130,3,506.1875
"72",3212130,4,8.0625
"73",3212140,1,696.375
"74",3212140,2,259.9375
"75",3212140,3,112.125
"76",3212140,4,12.5
"77",3212150,1,994.4375
"78",3212150,2,449.875
"79",3212150,3,230.75
"80",3212150,4,27.1875
"81",3212160,1,403.25
"82",3212160,2,316.4375
"83",3212160,3,627.3125
"84",3212160,4,23.75
"85",3212161,1,367.75
"86",3212161,2,225.75
"87",3212161,3,90.3125
"88",3212161,4,7.4375
"89",3212162,1,93
"90",3212162,2,260.3125
"91",3212162,3,221.9375
"92",3212162,4,18.0625
"93",3212170,1,568.625
"94",3212170,2,1066.875
"95",3212170,3,803.5
"96",3212170,4,24.875
"97",3212171,1,831.375
"98",3212171,2,1037.125
"99",3212171,3,56.1875
"100",3212171,4,23.5625
"101",3212180,1,991.25
