"","subdistrict","code","area_ha"
"1",3212010,1,678.75
"2",3212010,2,1408.5
"3",3212010,3,8
"4",3212010,4,2167.1875
"5",3212011,1,1681.5625
"6",3212011,2,3939.1875
"7",3212011,3,97.8125
"8",3212011,4,1903.375
"9",3212020,1,2543.3125
"10",3212020,2,4794.8125
"11",3212020,3,29.125
"12",3212020,4,2359.25
"13",3212030,1,2047.6875
"14",3212030,2,1349.3125
"15",3212030,3,3.5625
"16",3212030,4,2606.8125
"17",3212040,1,1326.3125
"18",3212040,2,633.9375
"19",3212040,3,11.3125
"20",3212040,4,1983.25
"21",3212041,1,2518.5
"22",3212041,2,1364.75
"23",3212041,3,29.625
"24",3212041,4,2951.125
"25",3212050,1,1762.25
"26",3212050,2,576.25
"27",3212050,3,2.5
"28",3212050,4,2208
"29",3212060,1,1059.9375
"30",3212060,2,570.6875
"31",3212060,3,64.875
"32",3212060,4,1802.0625
"33",3212061,1,1254.375
"34",3212061,2,499.6875
"35",3212061,3,0.8125
"36",3212061,4,1813
"37",3212070,1,518.75
"38",3212070,2,604.0625
"39",3212070,3,1.6875
"40",3212070,4,1785.9375
"41",3212080,1,409.125
"42",3212080,2,394
"43",3212080,3,11.25
"44",3212080,4,1591.625
"45",3212081,1,148
"46",3212081,2,283.875
"47",3212081,4,1723.375
"48",3212090,1,678.5625
"49",3212090,2,387.75
"50",3212090,3,2236.375
"51",3212090,4,1192.375
"52",3212100,1,152.3125
"53",3212100,2,497.625
"54",3212100,3,262.4375
"55",3212100,4,1083.3125
"56",3212101,1,179.9375
"57",3212101,2,353.875
"58",3212101,3,202.4375
"59",3212101,4,1488.4375
"60",3212110,1,630.1875
"61",3212110,2,1419.1875
"62",3212110,3,6.6875
"63",3212110,4,1482.875
"64",3212120,1,832.125
"65",3212120,2,1122.1875
"66",3212120,3,9.5625
"67",3212120,4,2454.9375
"68",3212130,1,350
"69",3212130,2,713.3125
"70",3212130,3,9.9375
"71",3212130,4,1429.3125
"72",3212140,1,138.5
"73",3212140,2,201.25
"74",3212140,3,31.5625
"75",3212140,4,667.25
"76",3212150,1,213.0625
"77",3212150,2,449.0625
"78",3212150,3,72.875
"79",3212150,4,899.9375
"80",3212160,1,95.0625
"81",3212160,2,1173.875
"82",3212160,3,9.75
"83",3212160,4,28.125
"84",3212161,1,195.4375
"85",3212161,2,114.3125
"86",3212161,3,8.8125
"87",3212161,4,347.875
"88",3212162,1,43.25
"89",3212162,2,512.375
"90",3212162,3,0.4375
"91",3212162,4,9.625
"92",3212170,1,741.6875
"93",3212170,2,245.4375
"94",3212170,3,37.75
"95",3212170,4,1356.3125
"96",3212171,1,408
"97",3212171,2,306.125
"98",3212171,3,130.9375
