"","subdistrict","code","area_ha"
"1",3212010,1,159.875
"2",3212010,2,3636.6875
"3",3212010,3,404.5
"4",3212010,4,60.625
"5",3212011,1,685.1875
"6",3212011,2,2542.875
"7",3212011,3,3928.25
"8",3212011,4,462.5
"9",3212020,1,1016
"10",3212020,2,5045.125
"11",3212020,3,3307.125
"12",3212020,4,357.875
"13",3212030,1,528.9375
"14",3212030,2,4929.75
"15",3212030,3,535.875
"16",3212030,4,12.1875
"17",3212040,1,157.375
"18",3212040,2,2190.3125
"19",3212040,3,1459.25
"20",3212040,4,145.0625
"21",3212041,1,773.1875
"22",3212041,2,4642.9375
"23",3212041,3,1037.9375
"24",3212041,4,409.5625
"25",3212050,1,312.375
"26",3212050,2,4109.5625
"27",3212050,3,114
"28",3212050,4,9.875
"29",3212060,1,164.125
"30",3212060,2,3256.5625
"31",3212060,3,70.75
"32",3212060,4,5.4375
"33",3212061,1,145.75
"34",3212061,2,3160.5
"35",3212061,3,245.6875
"36",3212061,4,14.1875
"37",3212070,1,183.5625
"38",3212070,2,2694.4375
"39",3212070,3,9.625
"40",3212070,4,22.375
"41",3212080,1,40.875
"42",3212080,2,2350.25
"43",3212080,3,13.1875
"44",3212080,4,1.0625
"45",3212081,1,62.5625
"46",3212081,2,2055.5625
"47",3212081,3,23.4375
"48",3212081,4,13.6875
"49",3212090,1,894.1875
"50",3212090,2,3334.3125
"51",3212090,3,244.4375
"52",3212090,4,20.5625
"53",3212100,1,279.0625
"54",3212100,2,1612.25
"55",3212100,3,96.875
"56",3212100,4,5.75
"57",3212101,1,97.6875
"58",3212101,2,2089.375
"59",3212101,3,34
"60",3212101,4,2
"61",3212110,1,135.5625
"62",3212110,2,3338.3125
"63",3212110,3,57.5625
"64",3212110,4,5.6875
"65",3212120,1,65.8125
"66",3212120,2,4330.8125
"67",3212120,3,16.6875
"68",3212120,4,3.5625
"69",3212130,1,106.625
"70",3212130,2,2376.125
"71",3212130,3,11.1875
"72",3212130,4,6.6875
"73",3212140,1,79.25
"74",3212140,2,871.875
"75",3212140,3,10.75
"76",3212140,4,76.4375
"77",3212150,1,230.6875
"78",3212150,2,1209.4375
"79",3212150,3,58.9375
"80",3212150,4,136.6875
"81",3212160,1,87.5
"82",3212160,2,485.8125
"83",3212160,3,638.5625
"84",3212160,4,93.125
"85",3212161,1,81.75
"86",3212161,2,565.4375
"87",3212161,3,17.3125
"88",3212161,4,2.25
"89",3212162,1,17.125
