"","subdistrict","code","area_ha"
"1",3212010,1,4245.0625
"2",3212010,2,86.75
"3",3212010,3,37.6875
"4",3212010,4,18.6875
"5",3212011,1,7219.125
"6",3212011,2,47.625
"7",3212011,3,625.3125
"8",3212011,4,121.9375
"9",3212020,1,9539
"10",3212020,2,6.8125
"11",3212020,3,483.5
"12",3212020,4,7.4375
"13",3212030,1,5815.5625
"14",3212030,2,89.0625
"15",3212030,3,67.0625
"16",3212030,4,263.3125
"17",3212040,1,4064
"18",3212040,2,25.875
"19",3212040,3,8.6875
"20",3212040,4,1.1875
"21",3212041,1,7117.625
"22",3212041,2,53.375
"23",3212041,3,46.0625
"24",3212041,4,29.5625
"25",3212050,1,4665.9375
"26",3212050,2,6.3125
"27",3212050,3,6
"28",3212050,4,21.1875
"29",3212060,1,2871.25
"30",3212060,2,538.4375
"31",3212060,3,172.75
"32",3212060,4,11.5
"33",3212061,1,2699.9375
"34",3212061,2,799.1875
"35",3212061,3,177.25
"36",3212061,4,1.0625
"37",3212070,1,2792.375
"38",3212070,2,139.8125
"39",3212070,3,67.625
"40",3212070,4,13.3125
"41",3212080,1,1251.25
"42",3212080,2,348.6875
"43",3212080,3,49.6875
"44",3212080,4,829.4375
"45",3212081,1,2030.625
"46",3212081,2,72.625
"47",3212081,3,2.9375
"48",3212081,4,131.0625
"49",3212090,1,2618.875
"50",3212090,2,1273.625
"51",3212090,3,632.5625
"52",3212090,4,83.4375
"53",3212100,1,1245.3125
"54",3212100,2,369.1875
"55",3212100,3,196
"56",3212100,4,244.8125
"57",3212101,1,1133.9375
"58",3212101,2,438.75
"59",3212101,3,103.625
"60",3212101,4,616.375
"61",3212110,1,3356.0625
"62",3212110,2,313.625
"63",3212110,3,2.0625
"64",3212110,4,11.375
"65",3212120,1,2825
"66",3212120,2,460.8125
"67",3212120,3,96.6875
"68",3212120,4,1214.5625
"69",3212130,1,1565.6875
"70",3212130,2,158.875
"71",3212130,3,12.625
"72",3212130,4,861.3125
"73",3212140,1,877
"74",3212140,2,24.75
"75",3212140,3,17.75
"76",3212140,4,161.9375
"77",3212150,1,1087.125
"78",3212150,2,127.8125
"79",3212150,3,62.875
"80",3212150,4,424.1875
"81",3212160,1,1346.75
"82",3212160,2,22.6875
"83",3212160,3,2.1875
"84",3212160,4,0.5625
"85",3212161,1,690.5
"86",3212161,2,0.1875
"87",3212161,3,0.6875
"88",3212161,4,0.125
"89",3212162,1,589.3125
"90",3212162,2,0.6875
"91",3212162,3,3.125
"92",3212162,4,0.375
"93",3212170,1,2391.75
"94",3212170,2,26.6875
"95",3212170,3,39.4375
"96",3212170,4,7.5625
"97",3212171,1,1731.25
"98",3212171,2,40.625
"99",3212171,3,41
"100",3212171,4,136.875
"101",3212180,1,4279.5625
"102",3212180,2,306.6875
"103",3212180,3,230.5625
"104",3212180,4,238.625
"105",3212190,1,3258.0625
"106",3212190,2,2386.0625
"107",3212190,3,221.1875
"108",3212190,4,70.375
"109",3212200,1,1354.5625
"110",3212200,2,910.125
"111",3212200,3,676.75
"112",3212200,4,883.4375
"113",3212210,1,1803.5
"114",3212210,2,2845.5
"115",3212210,3,1563.4375
"116",3212210,4,189
"117",3212220,1,1143.5625
"118",3212220,2,2115.75
"119",3212220,3,83.875
"120",3212220,4,0.0625
"121",3212221,1,764.25
"122",3212221,2,1100.625
"123",3212221,3,640.75
"124",3212221,4,4.9375
"125",3213010,1,679.0625
"126",3213010,2,29
"127",3213010,3,29
"128",3213010,4,185.0625
"129",3213011,1,1122.4375
"130",3213011,2,61.375
"131",3213011,3,88.625
"132",3213011,4,282.1875
"133",3213020,1,464.9375
"134",3213020,2,19.8125
"135",3213020,3,21.625
"136",3213020,4,51.625
"137",3213021,1,694.875
"138",3213021,2,31.6875
"139",3213021,3,4.9375
"140",3213021,4,192
"141",3213030,1,979.875
"142",3213030,2,88.625
"143",3213030,3,43.6875
"144",3213030,4,172.5
"145",3213031,1,427.25
"146",3213031,2,46.0625
"147",3213031,3,12.1875
"148",3213031,4,183.875
"149",3213040,1,1068.6875
"150",3213040,2,49.3125
"151",3213040,3,45.625
"152",3213040,4,82.25
"153",3213050,1,1577.5
"154",3213050,2,189
"155",3213050,3,62.1875
"156",3213050,4,403.5625
"157",3213060,1,1439.3125
"158",3213060,2,244
"159",3213060,3,137.875
"160",3213060,4,119.75
"161",3213070,1,880.25
"162",3213070,2,92
"163",3213070,3,142.5
"164",3213070,4,156.875
"165",3213080,1,1807.25
"166",3213080,2,91.6875
"167",3213080,3,113.3125
"168",3213080,4,468.375
"169",3213081,1,458
"170",3213081,2,17.625
"171",3213081,3,16
"172",3213081,4,85.4375
"173",3213090,1,1539.875
"174",3213090,2,46.75
"175",3213090,3,66.4375
"176",3213090,4,192.3125
"177",3213100,1,4725.75
"178",3213100,2,248.125
"179",3213100,3,184.0625
"180",3213100,4,233.6875
"181",3213110,1,4908.3125
"182",3213110,2,144.1875
"183",3213110,3,188.1875
"184",3213110,4,1796.6875
"185",3213120,1,756.5
"186",3213120,2,85.875
"187",3213120,3,61
"188",3213120,4,460.125
"189",3213130,1,1349.625
"190",3213130,2,59.625
"191",3213130,3,112.3125
"192",3213130,4,1153.125
"193",3213140,1,2155.8125
"194",3213140,2,225.3125
"195",3213140,3,166.375
"196",3213140,4,122.6875
"197",3213141,1,2271.6875
