"","subdistrict","code","area_ha"
"1",3212010,1,2416.8125
"2",3212010,2,341.75
"3",3212010,3,197.4375
"4",3212010,4,1429.4375
"5",3212011,1,4610.875
"6",3212011,2,2972.5625
"7",3212011,3,60.5
"8",3212011,4,369.125
"9",3212020,1,4611.125
"10",3212020,2,3926.75
"11",3212020,3,13.625
"12",3212020,4,1485
"13",3212030,1,3396.625
"14",3212030,2,534.0625
"15",3212030,3,235.1875
"16",3212030,4,2068.25
"17",3212040,1,1475.0625
"18",3212040,2,437.1875
"19",3212040,3,139.8125
"20",3212040,4,2044.375
"21",3212041,1,3114.25
"22",3212041,2,1656.125
"23",3212041,3,279.25
"24",3212041,4,2188.125
"25",3212050,1,1726.375
"26",3212050,2,145.1875
"27",3212050,3,277
"28",3212050,4,2549.8125
"29",3212060,1,550.4375
"30",3212060,2,204.375
"31",3212060,3,1371.3125
"32",3212060,4,1468.625
"33",3212061,1,527.8125
"34",3212061,2,576.0625
"35",3212061,3,1548.125
"36",3212061,4,1024.0625
"37",3212070,1,545.1875
"38",3212070,2,144.25
"39",3212070,3,85.5625
"40",3212070,4,2238.3125
"41",3212080,1,140.9375
"42",3212080,2,3.6875
"43",3212080,3,1625.25
"44",3212080,4,709.1875
"45",3212081,1,883.25
"46",3212081,2,342.4375
"47",3212081,3,516.6875
"48",3212081,4,496.125
"49",3212090,1,264.625
"50",3212090,2,3011.75
"51",3212090,3,1270.875
"52",3212090,4,62.6875
"53",3212100,1,177.3125
"54",3212100,2,196.75
"55",3212100,3,1294.5
"56",3212100,4,386.8125
"57",3212101,1,257.9375
"58",3212101,2,169.5625
"59",3212101,3,1380.6875
"60",3212101,4,484.5
"61",3212110,1,428.25
"62",3212110,2,121.0625
"63",3212110,3,802.625
"64",3212110,4,2331
"65",3212120,1,501.4375
"66",3212120,2,111.0625
"67",3212120,3,2174
"68",3212120,4,1810
"69",3212130,1,575.4375
"70",3212130,2,69.75
"71",3212130,3,791.625
"72",3212130,4,1161.375
"73",3212140,1,118.9375
"74",3212140,2,62.6875
"75",3212140,3,676.375
"76",3212140,4,223.3125
"77",3212150,1,435.0625
"78",3212150,2,243.1875
"79",3212150,3,792.875
"80",3212150,4,232.0625
"81",3212160,1,607.6875
"82",3212160,2,87.0625
"83",3212160,3,92.875
"84",3212160,4,583
"85",3212161,1,191.25
"86",3212161,2,103.1875
"87",3212161,3,25.125
"88",3212161,4,372.25
"89",3212162,1,159.5625
"90",3212162,2,141
"91",3212162,3,73.25
"92",3212162,4,219.8125
"93",3212170,1,565.3125
"94",3212170,2,131.1875
"95",3212170,3,322.5
"96",3212170,4,1446.4375
"97",3212171,1,222.75
"98",3212171,2,354.375
"99",3212171,3,760.25
"100",3212171,4,613
"101",3212180,1,2055.75
"102",3212180,2,569.3125
"103",3212180,3,1726.3125
"104",3212180,4,705.25
"105",3212190,1,892.25
"106",3212190,2,800.375
"107",3212190,3,2763.5625
"108",3212190,4,1478.9375
"109",3212200,1,945.625
"110",3212200,2,136.6875
"111",3212200,3,1278.25
"112",3212200,4,1464.375
"113",3212210,1,902.375
"114",3212210,2,150
"115",3212210,3,3699.5
"116",3212210,4,1650.25
"117",3212220,1,117.6875
"118",3212220,2,894.1875
"119",3212220,3,2315.375
"120",3212220,4,16.3125
"121",3212221,1,311.4375
"122",3212221,2,299.4375
"123",3212221,3,1805.75
"124",3212221,4,91.9375
"125",3213010,1,692
"126",3213010,2,40.5
"127",3213010,3,86.625
"128",3213010,4,102
"129",3213011,1,1182.6875
"130",3213011,2,78.8125
"131",3213011,3,59.8125
"132",3213011,4,232.5
"133",3213020,1,363.4375
"134",3213020,2,51.25
"135",3213020,3,55.0625
"136",3213020,4,90.0625
"137",3213021,1,490.625
"138",3213021,2,77
"139",3213021,3,313
"140",3213021,4,43.5625
"141",3213030,1,594.375
"142",3213030,2,182.625
"143",3213030,3,394.375
"144",3213030,4,116.125
"145",3213031,1,311.8125
"146",3213031,2,119.625
"147",3213031,3,176.125
"148",3213031,4,64.1875
"149",3213040,1,599.9375
"150",3213040,2,397.3125
"151",3213040,3,129.6875
"152",3213040,4,121.5625
"153",3213050,1,1426.3125
"154",3213050,2,195.625
"155",3213050,3,401.9375
"156",3213050,4,206.5625
"157",3213060,1,1398.4375
"158",3213060,2,150
"159",3213060,3,46.0625
"160",3213060,4,342.375
"161",3213070,1,973.3125
"162",3213070,2,44.4375
"163",3213070,3,16.125
"164",3213070,4,234.6875
"165",3213080,1,1915.25
"166",3213080,2,180.9375
"167",3213080,3,127.875
"168",3213080,4,255.25
"169",3213081,1,487.3125
