"","x"
"Accuracy",0.593575418994413
"Kappa",0.458100558659218
"AccuracyLower",0.556575815423509
"AccuracyUpper",0.629800788834726
"AccuracyNull",0.25
"AccuracyPValue",2.63611310376157e-84
"McnemarPValue",4.49464990811354e-26
