"","x"
"Accuracy",0.793296089385475
"Kappa",0.7243947858473
"AccuracyLower",0.761756102817956
"AccuracyUpper",0.822396747923366
"AccuracyNull",0.25
"AccuracyPValue",3.91999375154388e-204
"McnemarPValue",7.14000381140053e-05
