"","code","area_ha"
"1","1",6637
"2","2",58942
"3","3",37189
"4","4",53562
"5","12",143
"6","27",643
"7","28",3279
"8","43",48
"9","59",7597
"10","60",6
"11","91",4
"12","107",990
"13","123",75974
"14","124",22
"15","155",49
"16","156",102
"17","171",63
"18","187",1950
"19","188",68
"20","219",1
"21","220",1
"22","235",480
"23","249",220
"24","251",61239
"25","252",28
