"","paddy_raster_df","Freq"
"1","101",7159.625
"2","102",4395.8125
"3","103",1252.25
"4","104",5966.125
"5","201",3856.125
"6","202",74581.125
"7","203",24395
"8","204",6718
"9","301",3536.3125
"10","302",1119.125
"11","303",26588.125
"12","304",17669.9375
"13","401",19588.9375
"14","402",19000.6875
"15","403",4387.1875
"16","404",87863.875
