"","paddy_raster_df","Freq"
"1","101",6651.25
"2","102",5857.25
"3","103",1533.5
"4","104",6193.1875
"5","201",4033.375
"6","202",89417.625
"7","203",26971.75
"8","204",2655.875
"9","301",12338.125
"10","302",1267.125
"11","303",39592.6875
"12","304",26948.5
"13","401",5344.375
"14","402",6566.875
"15","403",1942.625
"16","404",43855.0625
