"","code","area_ha"
"1","1",10796
"2","2",100855
"3","3",39955
"4","4",33582
"5","27",21
"6","43",20
"7","59",262
"8","91",1
"9","107",46
"10","123",1974
"11","171",4
"12","187",38
"13","233",9
"14","235",1611
"15","249",9501
"16","251",110563
