"","code","area_ha"
"1","1",91296
"2","2",19797
"3","3",4368
"4","4",21424
"5","27",226
"6","59",3201
"7","91",21
"8","123",9657
"9","155",46
"10","187",511
"11","219",8
"12","249",4572
"13","251",84901
