"","code","area_ha"
"1","11",36
"2","27",7531
"3","43",103
"4","59",45075
"5","75",6
"6","91",1132
"7","107",254
"8","123",104525
"9","155",1199
"10","171",4
"11","187",11124
"12","219",464
"13","235",5
"14","251",68570
